Crane_Operation_ID,Date_Record_ID,Port_Record_ID,Ship_Record_ID,Crane_ID,Crane_Type,Operating_Hours,Downtime_Hours,Containers_Handled,Maintenance_Status
CRN00291,DR04099,PR00005,SR09396,QC-01,Quay Crane,7.88,0.29,120,Operational
CRN00292,DR03453,PR00001,SR07372,QC-06,Quay Crane,6.99,0.82,181,Operational
CRN00293,DR08133,PR00005,SR07796,QC-03,Quay Crane,6.61,1.57,170,Maintenance
CRN00294,DR05659,PR00003,SR00202,QC-02,Quay Crane,6.96,0.9,194,Operational
CRN00295,DR04610,PR00007,SR02377,QC-03,Quay Crane,8.05,1.51,256,Inspection
CRN00296,DR07747,PR00001,SR09541,QC-08,RTG Crane,9.38,0.94,262,Operational
CRN00297,DR09157,PR00001,SR06085,QC-02,Quay Crane,6.38,0.79,164,Operational
CRN00298,DR07350,PR00001,SR07254,QC-07,Quay Crane,6.71,1.66,198,Maintenance
CRN00299,DR06883,PR00001,SR08528,QC-03,RTG Crane,8.07,1.74,253,Maintenance
CRN00300,DR01288,PR00007,SR02458,QC-01,Quay Crane,8.02,0.53,168,Operational
CRN00301,DR06987,PR00001,SR07014,QC-02,Quay Crane,5.79,0.98,190,Operational
CRN00302,DR04354,PR00002,SR08478,QC-02,Quay Crane,3.66,0.89,84,Operational
CRN00303,DR04296,PR00006,SR01258,QC-08,RTG Crane,5.38,0.23,182,Operational
CRN00304,DR08327,PR00002,SR08811,QC-01,Quay Crane,6.38,0.94,145,Operational
CRN00305,DR02904,PR00002,SR03730,QC-03,Quay Crane,7.13,1.11,162,Inspection
CRN00306,DR07961,PR00005,SR06070,QC-05,Quay Crane,8.53,2.07,242,Maintenance
CRN00307,DR07544,PR00003,SR06945,QC-02,Quay Crane,5.11,0.81,170,Operational
CRN00308,DR02080,PR00006,SR01453,QC-04,Quay Crane,6.88,0.4,233,Operational
CRN00309,DR00229,PR00004,SR01874,QC-02,Quay Crane,9.5,1.09,210,Inspection
CRN00310,DR00662,PR00002,SR07336,QC-05,Quay Crane,6.36,2.02,170,Maintenance
CRN00311,DR08764,PR00004,SR02394,QC-03,Quay Crane,8.95,1.17,265,Inspection
CRN00312,DR00159,PR00006,SR02838,QC-05,Quay Crane,8.53,1.54,177,Inspection
CRN00313,DR06330,PR00003,SR03360,QC-02,Quay Crane,9.19,0.85,201,Operational
CRN00314,DR03197,PR00005,SR07657,QC-07,Quay Crane,6.24,1.26,171,Inspection
CRN00315,DR04085,PR00003,SR06110,QC-05,RTG Crane,7.21,2.03,188,Maintenance
CRN00316,DR02316,PR00004,SR05203,QC-01,Quay Crane,6.54,0.05,191,Operational
CRN00317,DR00410,PR00005,SR08623,QC-04,Quay Crane,9.09,1.03,231,Inspection
CRN00318,DR03518,PR00001,SR07982,QC-08,Quay Crane,7.2,0.57,180,Operational
CRN00319,DR06293,PR00003,SR05232,QC-04,Quay Crane,7.2,0.85,250,Operational
CRN00320,DR01062,PR00001,SR07700,QC-07,Quay Crane,3.53,1.17,76,Inspection
CRN00321,DR05475,PR00005,SR09366,QC-03,Quay Crane,4.8,1.55,125,Inspection
CRN00322,DR04138,PR00004,SR03414,QC-01,RTG Crane,8.76,0.22,211,Operational
CRN00323,DR06168,PR00002,SR06497,QC-07,RTG Crane,8.6,0.87,263,Operational
CRN00324,DR00198,PR00001,SR05807,QC-01,Quay Crane,7.52,0.69,204,Operational
CRN00325,DR08547,PR00007,SR04332,QC-08,Quay Crane,10.0,0.94,288,Operational
CRN00326,DR00002,PR00002,SR03552,QC-08,Quay Crane,6.82,0.72,229,Operational
CRN00327,DR08058,PR00002,SR07451,QC-07,RTG Crane,8.32,0.96,223,Operational
CRN00328,DR05423,PR00001,SR07750,QC-01,Quay Crane,8.1,0.87,295,Operational
CRN00329,DR03703,PR00004,SR02345,QC-07,Quay Crane,8.77,1.22,278,Inspection
CRN00330,DR08290,PR00002,SR04289,QC-08,Quay Crane,8.43,0.54,230,Operational
CRN00331,DR07556,PR00006,SR04078,QC-01,Quay Crane,5.52,0.66,129,Operational
CRN00332,DR00924,PR00005,SR03711,QC-07,RTG Crane,5.64,1.2,116,Inspection
CRN00333,DR03008,PR00001,SR03055,QC-08,Quay Crane,7.09,0.38,176,Operational
CRN00334,DR02695,PR00004,SR09869,QC-01,Quay Crane,8.27,0.65,181,Operational
CRN00335,DR01044,PR00002,SR01341,QC-05,RTG Crane,10.0,1.62,293,Maintenance
CRN00336,DR05617,PR00001,SR04991,QC-07,Quay Crane,8.31,1.4,240,Inspection
CRN00337,DR08718,PR00004,SR04056,QC-01,RTG Crane,6.67,0.54,184,Operational
CRN00338,DR08491,PR00002,SR09823,QC-03,Quay Crane,6.96,1.34,207,Inspection
CRN00339,DR06379,PR00006,SR00586,QC-08,Quay Crane,8.54,0.83,229,Operational
CRN00340,DR03836,PR00004,SR00676,QC-02,Quay Crane,6.76,0.55,172,Operational
CRN00341,DR05491,PR00002,SR06742,QC-02,Quay Crane,8.3,0.77,248,Operational
CRN00342,DR08623,PR00007,SR06605,QC-08,Quay Crane,4.26,0.84,97,Operational
CRN00343,DR06007,PR00004,SR06118,QC-02,Quay Crane,5.5,0.75,181,Operational
CRN00344,DR00967,PR00001,SR08844,QC-06,Quay Crane,8.0,0.05,229,Operational
CRN00345,DR08327,PR00003,SR00634,QC-07,Quay Crane,10.0,1.24,330,Inspection
CRN00346,DR06385,PR00007,SR01598,QC-01,RTG Crane,6.33,0.73,181,Operational
CRN00347,DR07234,PR00003,SR06991,QC-05,Quay Crane,8.09,1.98,179,Maintenance
CRN00348,DR05270,PR00003,SR09254,QC-01,Quay Crane,9.35,0.67,262,Operational
CRN00349,DR06919,PR00003,SR05486,QC-08,Quay Crane,7.91,0.52,227,Operational
CRN00350,DR06912,PR00002,SR05010,QC-02,RTG Crane,7.22,0.62,193,Operational
CRN00351,DR04037,PR00001,SR05792,QC-07,Quay Crane,9.33,1.34,273,Inspection
CRN00352,DR01354,PR00004,SR01665,QC-01,Quay Crane,5.41,0.56,184,Operational
CRN00353,DR02171,PR00006,SR01924,QC-03,Quay Crane,4.09,1.26,109,Inspection
CRN00354,DR07229,PR00005,SR09800,QC-08,RTG Crane,5.15,0.51,167,Operational
CRN00355,DR02165,PR00001,SR01426,QC-08,Quay Crane,4.61,0.65,127,Operational
CRN00356,DR00199,PR00003,SR02789,QC-07,Quay Crane,5.9,1.26,133,Inspection
CRN00357,DR01453,PR00001,SR06262,QC-08,Quay Crane,6.99,0.47,136,Operational
CRN00358,DR04085,PR00002,SR04200,QC-03,Quay Crane,6.37,1.35,216,Inspection
CRN00359,DR09806,PR00004,SR02939,QC-06,Quay Crane,3.56,0.57,144,Operational
CRN00360,DR03563,PR00002,SR03182,QC-02,Quay Crane,6.81,0.97,154,Operational
CRN00361,DR07667,PR00006,SR06046,QC-08,Quay Crane,7.09,0.69,142,Operational
CRN00362,DR05511,PR00003,SR07348,QC-01,Quay Crane,8.23,0.59,217,Operational
CRN00363,DR04950,PR00004,SR07251,QC-06,Quay Crane,8.87,0.87,237,Operational
CRN00364,DR06582,PR00006,SR08462,QC-03,Quay Crane,8.21,1.73,178,Maintenance
CRN00365,DR09183,PR00005,SR09624,QC-03,Quay Crane,3.18,1.22,66,Inspection
CRN00366,DR06744,PR00006,SR00893,QC-06,Quay Crane,6.12,0.58,207,Operational
CRN00367,DR05697,PR00006,SR06090,QC-02,Quay Crane,6.42,0.71,176,Operational
CRN00368,DR04599,PR00004,SR00440,QC-03,Quay Crane,5.5,1.04,122,Inspection
CRN00369,DR02308,PR00002,SR01480,QC-01,RTG Crane,9.57,0.05,283,Operational
CRN00370,DR06544,PR00002,SR03425,QC-08,Quay Crane,6.55,1.08,163,Inspection
CRN00371,DR09423,PR00006,SR07127,QC-05,Quay Crane,5.68,1.69,114,Maintenance
CRN00372,DR05831,PR00001,SR09093,QC-02,RTG Crane,7.95,1.1,164,Inspection
CRN00373,DR02238,PR00007,SR09811,QC-08,Quay Crane,4.85,0.71,148,Operational
CRN00374,DR04644,PR00002,SR07726,QC-04,Quay Crane,5.74,0.99,110,Operational
CRN00375,DR02081,PR00005,SR03946,QC-06,RTG Crane,7.79,0.73,221,Operational
CRN00376,DR03690,PR00002,SR06000,QC-02,Quay Crane,5.74,1.34,210,Inspection
CRN00377,DR07308,PR00007,SR00050,QC-06,Quay Crane,9.74,0.69,291,Operational
CRN00378,DR09873,PR00001,SR08879,QC-08,Quay Crane,8.1,0.66,226,Operational
CRN00379,DR04216,PR00002,SR06870,QC-02,Quay Crane,7.33,0.71,241,Operational
CRN00380,DR03079,PR00006,SR06045,QC-01,RTG Crane,7.61,0.84,242,Operational
CRN00381,DR04941,PR00002,SR02038,QC-07,Quay Crane,5.08,1.33,184,Inspection
CRN00382,DR07320,PR00002,SR04970,QC-05,Quay Crane,7.13,1.36,168,Inspection
CRN00383,DR06045,PR00006,SR00376,QC-06,Quay Crane,5.34,0.88,113,Operational
CRN00384,DR07720,PR00006,SR03237,QC-05,Quay Crane,9.03,2.19,187,Maintenance
CRN00385,DR04254,PR00001,SR00990,QC-04,Quay Crane,10.0,0.51,303,Operational
CRN00386,DR02875,PR00004,SR07597,QC-07,Quay Crane,5.32,1.11,172,Inspection
CRN00387,DR08991,PR00002,SR09293,QC-04,Quay Crane,6.43,0.69,100,Operational
CRN00388,DR09828,PR00002,SR04703,QC-05,Quay Crane,7.47,1.74,227,Maintenance
CRN00389,DR07033,PR00004,SR08184,QC-03,RTG Crane,9.0,1.66,249,Maintenance
CRN00390,DR03403,PR00001,SR05496,QC-07,Quay Crane,10.0,1.04,248,Inspection
CRN00391,DR00476,PR00003,SR08905,QC-05,Quay Crane,7.18,1.86,214,Maintenance
CRN00392,DR02113,PR00002,SR02891,QC-07,RTG Crane,9.4,1.4,260,Inspection
CRN00393,DR08337,PR00006,SR06444,QC-01,Quay Crane,7.39,0.62,220,Operational
CRN00394,DR09875,PR00004,SR05570,QC-03,RTG Crane,6.61,1.56,140,Maintenance
CRN00395,DR08164,PR00002,SR07400,QC-07,Quay Crane,4.91,1.11,98,Inspection
CRN00396,DR06311,PR00007,SR08335,QC-02,Quay Crane,6.17,0.7,165,Operational
CRN00397,DR00180,PR00006,SR03580,QC-02,Quay Crane,7.19,0.86,186,Operational
CRN00398,DR07365,PR00002,SR05187,QC-08,RTG Crane,6.55,0.59,171,Operational
CRN00399,DR08670,PR00007,SR04264,QC-06,Quay Crane,10.0,0.97,313,Operational
CRN00400,DR08931,PR00002,SR02158,QC-04,Quay Crane,7.62,0.71,219,Operational
CRN00401,DR02237,PR00002,SR09996,QC-05,Quay Crane,6.83,1.93,152,Maintenance
CRN00402,DR03091,PR00003,SR03187,QC-07,Quay Crane,4.91,1.24,128,Inspection
CRN00403,DR08081,PR00001,SR06323,QC-03,Quay Crane,6.61,1.49,229,Inspection
CRN00404,DR07410,PR00005,SR02718,QC-02,RTG Crane,6.34,0.73,150,Operational
CRN00405,DR08716,PR00004,SR02105,QC-05,Quay Crane,7.07,2.03,138,Maintenance
CRN00406,DR02674,PR00006,SR04039,QC-02,Quay Crane,10.0,0.73,268,Operational
CRN00407,DR01378,PR00002,SR05395,QC-02,Quay Crane,8.21,1.38,197,Inspection
CRN00408,DR01635,PR00001,SR03995,QC-08,Quay Crane,7.71,0.92,216,Operational
CRN00409,DR05042,PR00002,SR04210,QC-01,Quay Crane,6.81,1.0,179,Operational
CRN00410,DR00068,PR00001,SR01401,QC-05,Quay Crane,6.66,1.84,182,Maintenance
CRN00411,DR08914,PR00007,SR05577,QC-03,Quay Crane,7.68,1.13,193,Inspection
CRN00412,DR03009,PR00005,SR00004,QC-05,Quay Crane,8.1,1.18,199,Inspection
CRN00413,DR08498,PR00006,SR02640,QC-02,Quay Crane,8.17,0.56,222,Operational
CRN00414,DR09999,PR00005,SR06814,QC-05,RTG Crane,8.51,1.87,181,Maintenance
CRN00415,DR01536,PR00002,SR09126,QC-06,Quay Crane,8.56,1.31,253,Inspection
CRN00416,DR06694,PR00001,SR01438,QC-04,RTG Crane,5.19,0.56,226,Operational
CRN00417,DR08870,PR00003,SR00413,QC-02,RTG Crane,7.62,0.71,199,Operational
CRN00418,DR08762,PR00006,SR07626,QC-05,Quay Crane,8.97,2.02,276,Maintenance
CRN00419,DR01258,PR00002,SR00552,QC-08,Quay Crane,6.43,0.11,217,Operational
CRN00420,DR01265,PR00001,SR03921,QC-08,RTG Crane,5.96,0.81,171,Operational
CRN00421,DR03214,PR00004,SR00444,QC-01,Quay Crane,4.53,0.84,74,Operational
CRN00422,DR02362,PR00002,SR03894,QC-01,Quay Crane,5.82,0.97,112,Operational
CRN00423,DR06859,PR00004,SR04747,QC-05,Quay Crane,6.87,1.9,137,Maintenance
CRN00424,DR03413,PR00001,SR00588,QC-03,Quay Crane,8.88,1.36,191,Inspection
CRN00425,DR03530,PR00003,SR01659,QC-07,Quay Crane,5.01,1.32,95,Inspection
CRN00426,DR06667,PR00003,SR08032,QC-07,Quay Crane,8.94,1.42,195,Inspection
CRN00427,DR01461,PR00006,SR04646,QC-03,RTG Crane,7.33,1.61,180,Maintenance
CRN00428,DR01791,PR00005,SR00669,QC-08,Quay Crane,4.96,0.64,181,Operational
CRN00429,DR07056,PR00001,SR09760,QC-03,Quay Crane,8.17,1.22,180,Inspection
CRN00430,DR03272,PR00006,SR04891,QC-01,RTG Crane,8.19,0.34,212,Operational
CRN00431,DR04908,PR00006,SR05909,QC-03,Quay Crane,7.54,1.45,187,Inspection
CRN00432,DR07942,PR00004,SR00133,QC-07,Quay Crane,7.83,1.31,188,Inspection
CRN00433,DR02788,PR00007,SR03448,QC-08,Quay Crane,8.31,0.45,217,Operational
CRN00434,DR07815,PR00006,SR08022,QC-07,Quay Crane,7.46,1.18,218,Inspection
CRN00435,DR08953,PR00002,SR05140,QC-08,Quay Crane,8.6,1.21,208,Inspection
CRN00436,DR01832,PR00003,SR00333,QC-03,Quay Crane,5.35,1.71,109,Maintenance
CRN00437,DR00460,PR00002,SR01491,QC-07,RTG Crane,7.75,1.71,210,Maintenance
CRN00438,DR03058,PR00003,SR03217,QC-07,Quay Crane,7.77,1.4,221,Inspection
CRN00439,DR03590,PR00007,SR03572,QC-06,Quay Crane,8.84,1.34,242,Inspection
CRN00440,DR03051,PR00004,SR08435,QC-08,Quay Crane,8.25,0.46,207,Operational
CRN00441,DR08637,PR00002,SR02623,QC-03,RTG Crane,6.6,1.64,124,Maintenance
CRN00442,DR03230,PR00007,SR07728,QC-04,Quay Crane,8.1,0.82,173,Operational
CRN00443,DR07307,PR00005,SR03336,QC-02,Quay Crane,5.95,1.09,127,Inspection
CRN00444,DR05172,PR00002,SR02046,QC-05,Quay Crane,5.81,1.88,159,Maintenance
CRN00445,DR00615,PR00007,SR03728,QC-01,Quay Crane,7.08,0.28,214,Operational
CRN00446,DR05972,PR00002,SR05886,QC-01,Quay Crane,5.7,0.42,161,Operational
CRN00447,DR01408,PR00003,SR00743,QC-01,Quay Crane,6.83,0.95,172,Operational
CRN00448,DR04947,PR00003,SR09170,QC-02,Quay Crane,8.19,0.59,200,Operational
CRN00449,DR04245,PR00007,SR02764,QC-02,Quay Crane,8.58,0.91,201,Operational
CRN00450,DR00077,PR00002,SR09969,QC-07,Quay Crane,5.6,1.14,140,Inspection
CRN00451,DR01294,PR00002,SR03216,QC-08,Quay Crane,4.09,0.9,108,Operational
CRN00452,DR01489,PR00004,SR02502,QC-05,Quay Crane,5.76,1.48,150,Inspection
CRN00453,DR07692,PR00006,SR04131,QC-03,Quay Crane,6.67,1.2,160,Inspection
CRN00454,DR00621,PR00001,SR08720,QC-02,Quay Crane,10.0,0.45,267,Operational
CRN00455,DR04480,PR00002,SR02383,QC-04,Quay Crane,6.12,0.56,171,Operational
CRN00456,DR00732,PR00007,SR09941,QC-08,Quay Crane,9.81,0.82,269,Operational
CRN00457,DR09511,PR00005,SR02968,QC-06,Quay Crane,8.32,0.52,216,Operational
CRN00458,DR08318,PR00002,SR03503,QC-08,Quay Crane,7.12,0.38,195,Operational
CRN00459,DR03204,PR00002,SR03744,QC-06,RTG Crane,6.96,0.75,241,Operational
CRN00460,DR04059,PR00003,SR01727,QC-02,Quay Crane,8.97,0.74,201,Operational
CRN00461,DR00627,PR00005,SR05400,QC-02,Quay Crane,6.35,0.7,197,Operational
CRN00462,DR01091,PR00004,SR01879,QC-06,Quay Crane,10.0,0.98,274,Operational
CRN00463,DR08884,PR00005,SR00292,QC-05,Quay Crane,8.1,2.04,198,Maintenance
CRN00464,DR09619,PR00001,SR08773,QC-03,Quay Crane,6.75,0.9,178,Operational
CRN00465,DR04299,PR00006,SR05622,QC-02,Quay Crane,7.45,0.92,157,Operational
CRN00466,DR03503,PR00001,SR05301,QC-08,RTG Crane,8.9,0.56,205,Operational
CRN00467,DR06954,PR00006,SR09243,QC-05,Quay Crane,9.89,1.92,255,Maintenance
CRN00468,DR06716,PR00001,SR06984,QC-08,RTG Crane,7.81,0.52,270,Operational
CRN00469,DR03817,PR00001,SR08865,QC-04,Quay Crane,6.52,0.98,147,Operational
CRN00470,DR06611,PR00001,SR05109,QC-05,RTG Crane,7.6,1.78,191,Maintenance
CRN00471,DR07170,PR00002,SR04245,QC-06,Quay Crane,5.54,1.3,169,Inspection
CRN00472,DR00999,PR00003,SR06843,QC-07,Quay Crane,8.35,1.58,184,Maintenance
CRN00473,DR06852,PR00004,SR06363,QC-08,Quay Crane,6.26,0.56,153,Operational
CRN00474,DR08344,PR00006,SR00704,QC-01,Quay Crane,6.54,0.66,174,Operational
CRN00475,DR00810,PR00003,SR01174,QC-02,RTG Crane,8.6,0.88,223,Operational
CRN00476,DR07736,PR00003,SR05359,QC-03,Quay Crane,8.54,1.41,249,Inspection
CRN00477,DR02695,PR00002,SR02960,QC-05,Quay Crane,5.94,1.34,199,Inspection
CRN00478,DR07251,PR00006,SR08494,QC-01,Quay Crane,7.6,0.05,182,Operational
CRN00479,DR00829,PR00001,SR02520,QC-07,Quay Crane,7.36,1.23,185,Inspection
CRN00480,DR05932,PR00002,SR02516,QC-06,Quay Crane,6.29,1.21,193,Inspection
CRN00481,DR00720,PR00001,SR06883,QC-06,Quay Crane,7.57,1.05,267,Inspection
CRN00482,DR07242,PR00002,SR04616,QC-06,Quay Crane,7.21,1.1,221,Inspection
CRN00483,DR04398,PR00004,SR09361,QC-03,RTG Crane,6.85,1.42,179,Inspection
CRN00484,DR06079,PR00001,SR03940,QC-06,Quay Crane,8.59,0.97,257,Operational
CRN00485,DR00080,PR00001,SR02209,QC-02,Quay Crane,5.27,1.07,132,Inspection
CRN00486,DR01099,PR00006,SR00835,QC-02,Quay Crane,6.62,0.71,211,Operational
CRN00487,DR02464,PR00001,SR00413,QC-07,Quay Crane,6.32,1.42,160,Inspection
CRN00488,DR04899,PR00004,SR02604,QC-02,Quay Crane,5.26,0.76,129,Operational
CRN00489,DR05360,PR00002,SR03017,QC-07,Quay Crane,7.48,1.19,211,Inspection
CRN00490,DR05628,PR00006,SR08638,QC-04,Quay Crane,5.91,1.04,140,Inspection
CRN00491,DR08328,PR00005,SR06367,QC-01,Quay Crane,6.32,0.59,207,Operational
CRN00492,DR09179,PR00001,SR00243,QC-02,Quay Crane,8.21,0.94,259,Operational
CRN00493,DR00044,PR00006,SR08152,QC-03,RTG Crane,4.85,1.59,129,Maintenance
CRN00494,DR08661,PR00003,SR06074,QC-06,Quay Crane,8.05,0.34,240,Operational
CRN00495,DR09313,PR00002,SR07934,QC-05,Quay Crane,9.37,1.95,252,Maintenance
CRN00496,DR04743,PR00005,SR01565,QC-08,Quay Crane,7.68,0.65,170,Operational
CRN00497,DR07708,PR00005,SR01407,QC-08,Quay Crane,8.4,0.25,258,Operational
CRN00498,DR05459,PR00002,SR09947,QC-03,Quay Crane,10.0,1.25,216,Inspection
CRN00499,DR09332,PR00002,SR01582,QC-03,RTG Crane,7.58,1.43,234,Inspection
CRN00500,DR07468,PR00001,SR06603,QC-01,Quay Crane,7.83,0.3,210,Operational
CRN00501,DR03262,PR00004,SR06402,QC-05,Quay Crane,8.8,1.91,197,Maintenance
CRN00502,DR08374,PR00007,SR05384,QC-02,Quay Crane,6.48,0.62,177,Operational
CRN00503,DR05889,PR00003,SR02039,QC-04,Quay Crane,6.13,0.51,195,Operational
CRN00504,DR05534,PR00007,SR04917,QC-03,Quay Crane,7.18,1.2,224,Inspection
CRN00505,DR03464,PR00001,SR04725,QC-05,Quay Crane,6.78,2.05,203,Maintenance
CRN00506,DR00796,PR00006,SR08279,QC-02,Quay Crane,5.39,1.17,117,Inspection
CRN00507,DR06350,PR00007,SR04850,QC-04,RTG Crane,5.28,0.85,110,Operational
CRN00508,DR03152,PR00005,SR07719,QC-04,Quay Crane,5.15,0.57,130,Operational
CRN00509,DR02914,PR00001,SR07639,QC-04,RTG Crane,6.44,0.83,169,Operational
CRN00510,DR09817,PR00002,SR03403,QC-04,Quay Crane,5.59,0.89,147,Operational
CRN00511,DR00007,PR00001,SR09676,QC-03,Quay Crane,8.05,1.32,170,Inspection
CRN00512,DR07016,PR00004,SR08872,QC-03,Quay Crane,9.36,1.11,251,Inspection
CRN00513,DR02610,PR00007,SR03390,QC-03,Quay Crane,7.95,1.79,224,Maintenance
CRN00514,DR06312,PR00003,SR07730,QC-05,RTG Crane,6.13,1.77,140,Maintenance
CRN00515,DR07960,PR00001,SR08647,QC-04,Quay Crane,10.0,0.68,274,Operational
CRN00516,DR00270,PR00002,SR02722,QC-05,Quay Crane,6.32,1.7,193,Maintenance
CRN00517,DR07315,PR00004,SR06399,QC-07,Quay Crane,6.57,1.63,128,Maintenance
CRN00518,DR01360,PR00004,SR06744,QC-03,RTG Crane,6.8,1.68,185,Maintenance
CRN00519,DR01651,PR00002,SR09793,QC-01,Quay Crane,8.64,0.64,181,Operational
CRN00520,DR07142,PR00005,SR04433,QC-06,Quay Crane,5.99,1.2,119,Inspection
CRN00521,DR00902,PR00001,SR07044,QC-03,Quay Crane,9.76,1.32,311,Inspection
CRN00522,DR06010,PR00004,SR05304,QC-04,Quay Crane,4.37,0.96,91,Operational
CRN00523,DR02613,PR00003,SR01661,QC-01,Quay Crane,6.17,0.55,173,Operational
CRN00524,DR07629,PR00001,SR00168,QC-01,Quay Crane,8.56,0.61,189,Operational
CRN00525,DR02052,PR00004,SR05994,QC-02,Quay Crane,10.0,0.66,265,Operational
CRN00526,DR00181,PR00005,SR01351,QC-03,Quay Crane,9.58,0.87,272,Operational
CRN00527,DR04532,PR00003,SR09027,QC-06,Quay Crane,8.13,0.77,241,Operational
CRN00528,DR05040,PR00006,SR07739,QC-01,RTG Crane,6.01,0.56,179,Operational
CRN00529,DR06719,PR00003,SR00824,QC-03,Quay Crane,6.29,1.17,159,Inspection
CRN00530,DR07607,PR00002,SR03460,QC-05,Quay Crane,8.4,2.47,235,Maintenance
CRN00531,DR09848,PR00007,SR00062,QC-07,Quay Crane,8.42,1.43,228,Inspection
CRN00532,DR03827,PR00007,SR01362,QC-03,Quay Crane,6.62,1.44,122,Inspection
CRN00533,DR08676,PR00001,SR08455,QC-02,Quay Crane,6.61,0.85,169,Operational
CRN00534,DR08789,PR00007,SR09521,QC-08,Quay Crane,8.87,0.69,211,Operational
CRN00535,DR02040,PR00005,SR09300,QC-06,Quay Crane,8.42,1.24,191,Inspection
CRN00536,DR00169,PR00001,SR08955,QC-03,Quay Crane,7.81,1.36,205,Inspection
CRN00537,DR06374,PR00003,SR03156,QC-05,Quay Crane,6.16,1.7,127,Maintenance
CRN00538,DR08044,PR00001,SR04248,QC-07,Quay Crane,7.88,1.09,226,Inspection
CRN00539,DR08493,PR00004,SR00153,QC-03,Quay Crane,6.57,1.06,193,Inspection
CRN00540,DR08901,PR00007,SR02510,QC-03,Quay Crane,7.2,1.13,115,Inspection
CRN00541,DR07426,PR00003,SR09156,QC-01,RTG Crane,7.55,0.76,234,Operational
CRN00542,DR00473,PR00003,SR06998,QC-03,Quay Crane,8.1,1.54,210,Inspection
CRN00543,DR05714,PR00002,SR01241,QC-07,Quay Crane,4.27,1.41,119,Inspection
CRN00544,DR05333,PR00004,SR00096,QC-08,Quay Crane,8.78,0.34,271,Operational
CRN00545,DR04144,PR00006,SR05965,QC-03,Quay Crane,8.68,1.61,191,Maintenance
CRN00546,DR03186,PR00002,SR05280,QC-08,RTG Crane,8.33,0.52,229,Operational
CRN00547,DR00324,PR00004,SR02386,QC-08,Quay Crane,7.8,0.53,232,Operational
CRN00548,DR03204,PR00002,SR01915,QC-03,Quay Crane,5.29,1.12,140,Inspection
CRN00549,DR03875,PR00005,SR00888,QC-01,Quay Crane,8.66,0.21,289,Operational
CRN00550,DR02585,PR00005,SR03190,QC-06,RTG Crane,6.4,0.7,147,Operational
CRN00551,DR04637,PR00005,SR03908,QC-01,Quay Crane,6.21,0.33,171,Operational
CRN00552,DR02756,PR00003,SR00213,QC-01,Quay Crane,10.0,0.43,275,Operational
CRN00553,DR06308,PR00004,SR05872,QC-06,Quay Crane,7.64,1.17,253,Inspection
CRN00554,DR00650,PR00004,SR07518,QC-08,Quay Crane,6.85,0.83,197,Operational
CRN00555,DR03438,PR00005,SR06440,QC-01,Quay Crane,6.51,0.76,176,Operational
CRN00556,DR00379,PR00004,SR01755,QC-06,Quay Crane,7.49,0.83,266,Operational
CRN00557,DR01967,PR00006,SR01946,QC-06,Quay Crane,6.12,0.82,189,Operational
CRN00558,DR04200,PR00002,SR03554,QC-02,Quay Crane,3.55,1.08,73,Inspection
CRN00559,DR01031,PR00001,SR09706,QC-02,RTG Crane,5.51,0.44,148,Operational
CRN00560,DR07369,PR00007,SR03421,QC-08,RTG Crane,7.2,0.1,227,Operational
CRN00561,DR07489,PR00001,SR07998,QC-02,Quay Crane,8.36,0.5,205,Operational
CRN00562,DR02700,PR00007,SR07264,QC-03,Quay Crane,8.17,1.42,241,Inspection
CRN00563,DR02421,PR00004,SR07836,QC-02,Quay Crane,8.18,0.81,259,Operational
CRN00564,DR06195,PR00007,SR06160,QC-03,Quay Crane,5.87,1.03,172,Inspection
CRN00565,DR04888,PR00004,SR05235,QC-04,Quay Crane,7.54,0.74,187,Operational
CRN00566,DR03764,PR00006,SR07781,QC-03,Quay Crane,8.22,1.51,206,Inspection
CRN00567,DR03537,PR00005,SR04542,QC-02,Quay Crane,8.27,1.46,237,Inspection
CRN00568,DR05338,PR00003,SR01593,QC-08,Quay Crane,6.39,0.95,183,Operational
CRN00569,DR09056,PR00003,SR00318,QC-04,Quay Crane,8.14,0.77,294,Operational
CRN00570,DR06868,PR00001,SR03383,QC-04,Quay Crane,7.39,0.93,175,Operational
CRN00571,DR04567,PR00002,SR06674,QC-03,Quay Crane,6.69,1.99,187,Maintenance
CRN00572,DR03298,PR00007,SR08430,QC-01,Quay Crane,5.6,0.34,147,Operational
CRN00573,DR09139,PR00002,SR06348,QC-04,Quay Crane,6.85,0.35,118,Operational
CRN00574,DR02901,PR00005,SR04393,QC-05,Quay Crane,6.24,2.14,193,Maintenance
CRN00575,DR08486,PR00003,SR01585,QC-02,Quay Crane,5.7,0.77,146,Operational
CRN00576,DR08426,PR00002,SR02111,QC-08,Quay Crane,6.7,0.36,225,Operational
CRN00577,DR06933,PR00007,SR08588,QC-08,Quay Crane,6.54,0.59,203,Operational
CRN00578,DR04285,PR00001,SR07419,QC-07,RTG Crane,10.0,0.99,296,Operational
CRN00579,DR04734,PR00004,SR05195,QC-06,Quay Crane,8.54,0.68,223,Operational
CRN00580,DR06919,PR00003,SR06039,QC-02,RTG Crane,6.24,0.99,150,Operational
CRN00581,DR09098,PR00001,SR02011,QC-05,Quay Crane,8.87,1.7,297,Maintenance
CRN00582,DR04733,PR00002,SR07218,QC-04,Quay Crane,7.85,0.33,229,Operational
