Truck_Movement_ID,Date_Record_ID,Port_Record_ID,Container_ID,Gate_ID,Truck_Type,Arrival_Hour,Waiting_Minutes,Processing_Minutes,Gate_Status
TRK00290,DR03570,PR00003,CONT09713,Gate 1,Trailer,6,23.6,23.4,Completed
TRK00291,DR09857,PR00005,CONT07402,Gate 4,Container Truck,16,13.2,22.6,Completed
TRK00292,DR00928,PR00001,CONT07179,Gate 5,Container Truck,12,55.3,32.2,Completed
TRK00293,DR08539,PR00005,CONT01681,Gate 2,Trailer,6,42.8,26.9,Completed
TRK00294,DR04978,PR00003,CONT07912,Gate 3,Container Truck,21,92.3,24.9,Completed
TRK00295,DR05031,PR00007,CONT02179,Gate 5,Container Truck,12,32.9,22.7,Completed
TRK00296,DR02738,PR00001,CONT05566,Gate 4,Container Truck,19,51.4,18.1,Completed
TRK00297,DR02049,PR00001,CONT09701,Gate 2,Trailer,13,38.5,27.0,Completed
TRK00298,DR03310,PR00001,CONT05166,Gate 3,Container Truck,10,84.9,23.4,Completed
TRK00299,DR09329,PR00001,CONT06268,Gate 5,Container Truck,16,43.0,19.9,Completed
TRK00300,DR03306,PR00007,CONT01135,Gate 5,Tanker,8,56.8,26.3,Completed
TRK00301,DR02402,PR00001,CONT08300,Gate 4,Container Truck,21,35.3,19.1,Completed
TRK00302,DR03306,PR00002,CONT02847,Gate 2,Container Truck,13,49.5,27.0,Completed
TRK00303,DR01162,PR00006,CONT04201,Gate 1,Trailer,22,49.6,19.1,Completed
TRK00304,DR03175,PR00002,CONT09257,Gate 2,Container Truck,12,64.9,21.6,Completed
TRK00305,DR05144,PR00002,CONT00573,Gate 5,Container Truck,20,49.6,31.0,Completed
TRK00306,DR04850,PR00005,CONT03346,Gate 2,Container Truck,21,44.7,31.7,Completed
TRK00307,DR08542,PR00003,CONT03670,Gate 4,Trailer,8,41.1,35.7,Completed
TRK00308,DR06749,PR00006,CONT05545,Gate 3,Trailer,16,74.5,31.8,Completed
TRK00309,DR07888,PR00004,CONT04365,Gate 1,Trailer,7,31.0,20.9,Completed
TRK00310,DR07403,PR00002,CONT09761,Gate 1,Container Truck,12,40.7,34.0,Completed
TRK00311,DR00860,PR00004,CONT03491,Gate 4,Container Truck,17,50.3,11.8,Completed
TRK00312,DR01284,PR00006,CONT09195,Gate 3,Trailer,10,84.7,30.4,Completed
TRK00313,DR05997,PR00003,CONT09644,Gate 5,Tanker,11,54.7,17.7,Completed
TRK00314,DR00600,PR00005,CONT09587,Gate 5,Tanker,12,64.6,21.5,Completed
TRK00315,DR01256,PR00003,CONT07535,Gate 2,Container Truck,20,61.4,18.1,Completed
TRK00316,DR02591,PR00004,CONT03068,Gate 3,Container Truck,21,46.4,40.6,Completed
TRK00317,DR01497,PR00005,CONT09090,Gate 3,Trailer,14,48.6,18.7,Completed
TRK00318,DR00243,PR00001,CONT03116,Gate 5,Container Truck,20,55.5,28.3,Completed
TRK00319,DR07795,PR00003,CONT07914,Gate 4,Container Truck,10,36.3,22.8,Completed
TRK00320,DR03717,PR00001,CONT08566,Gate 3,Trailer,18,75.9,29.1,Completed
TRK00321,DR02291,PR00005,CONT02241,Gate 5,Container Truck,15,43.4,22.3,Completed
TRK00322,DR09689,PR00004,CONT02463,Gate 3,Trailer,13,64.4,23.1,Completed
TRK00323,DR09755,PR00002,CONT08275,Gate 4,Tanker,14,19.9,20.9,Completed
TRK00324,DR01643,PR00001,CONT09373,Gate 2,Trailer,18,75.6,24.6,Completed
TRK00325,DR09299,PR00007,CONT02793,Gate 2,Container Truck,22,56.5,15.0,Completed
TRK00326,DR07398,PR00002,CONT08445,Gate 3,Container Truck,22,80.6,16.2,Completed
TRK00327,DR09973,PR00002,CONT04042,Gate 3,Container Truck,14,72.7,35.7,Completed
TRK00328,DR07300,PR00001,CONT07075,Gate 4,Container Truck,7,25.4,12.2,Completed
TRK00329,DR07802,PR00004,CONT05201,Gate 4,Container Truck,15,28.6,8.0,Cancelled
TRK00330,DR05498,PR00002,CONT07666,Gate 1,Trailer,17,52.1,34.9,Cancelled
TRK00331,DR02627,PR00006,CONT08818,Gate 3,Trailer,6,57.1,31.1,Completed
TRK00332,DR09421,PR00005,CONT00964,Gate 5,Trailer,21,52.5,35.7,Completed
TRK00333,DR09162,PR00001,CONT08949,Gate 1,Container Truck,18,56.1,13.7,Completed
TRK00334,DR06252,PR00004,CONT06198,Gate 2,Trailer,19,41.9,25.8,Completed
TRK00335,DR00555,PR00002,CONT04457,Gate 3,Container Truck,16,58.8,28.3,Completed
TRK00336,DR07718,PR00001,CONT05238,Gate 3,Container Truck,11,87.4,29.4,Completed
TRK00337,DR02125,PR00004,CONT00598,Gate 4,Container Truck,10,46.0,21.9,Completed
TRK00338,DR09736,PR00002,CONT03966,Gate 3,Trailer,8,77.2,30.2,Completed
TRK00339,DR07708,PR00006,CONT06484,Gate 5,Container Truck,22,50.6,29.1,Completed
TRK00340,DR00307,PR00004,CONT05310,Gate 5,Container Truck,10,59.1,31.7,Completed
TRK00341,DR05006,PR00002,CONT01211,Gate 4,Trailer,16,46.3,27.9,Completed
TRK00342,DR03012,PR00007,CONT01342,Gate 5,Container Truck,16,35.3,10.9,Completed
TRK00343,DR07539,PR00004,CONT03211,Gate 1,Container Truck,12,51.1,20.1,Completed
TRK00344,DR09089,PR00001,CONT09969,Gate 4,Trailer,11,45.6,8.0,Completed
TRK00345,DR04233,PR00003,CONT03624,Gate 4,Container Truck,12,46.2,23.8,Completed
TRK00346,DR01713,PR00007,CONT05396,Gate 2,Container Truck,11,76.3,31.5,Completed
TRK00347,DR07853,PR00003,CONT09794,Gate 3,Container Truck,15,74.9,18.8,Cancelled
TRK00348,DR06620,PR00003,CONT08136,Gate 2,Container Truck,9,68.2,24.1,Completed
TRK00349,DR01852,PR00003,CONT09562,Gate 1,Container Truck,7,38.9,21.5,Completed
TRK00350,DR06073,PR00002,CONT01420,Gate 2,Trailer,6,77.3,22.2,Completed
TRK00351,DR00534,PR00001,CONT00807,Gate 1,Trailer,22,24.1,35.0,Completed
TRK00352,DR04253,PR00004,CONT02246,Gate 2,Trailer,21,50.0,21.0,Completed
TRK00353,DR08891,PR00006,CONT08525,Gate 1,Tanker,14,50.4,27.7,Completed
TRK00354,DR01381,PR00005,CONT06246,Gate 2,Container Truck,9,75.8,20.5,Completed
TRK00355,DR05715,PR00001,CONT08751,Gate 3,Trailer,13,92.4,26.6,Completed
TRK00356,DR00039,PR00003,CONT07146,Gate 5,Container Truck,14,43.7,21.3,Completed
TRK00357,DR05849,PR00001,CONT04893,Gate 2,Container Truck,10,70.1,24.6,Completed
TRK00358,DR07758,PR00002,CONT01766,Gate 5,Container Truck,12,64.0,17.2,Completed
TRK00359,DR07708,PR00004,CONT03020,Gate 1,Container Truck,11,55.3,8.4,Cancelled
TRK00360,DR09782,PR00002,CONT08831,Gate 2,Tanker,20,83.2,21.6,Completed
TRK00361,DR03306,PR00006,CONT01971,Gate 4,Container Truck,11,35.1,17.3,Completed
TRK00362,DR09061,PR00003,CONT02887,Gate 5,Container Truck,7,56.5,20.1,Completed
TRK00363,DR04399,PR00004,CONT04636,Gate 1,Container Truck,22,23.4,11.0,Completed
TRK00364,DR04892,PR00006,CONT01588,Gate 5,Trailer,20,75.6,24.8,Completed
TRK00365,DR02071,PR00005,CONT07734,Gate 3,Container Truck,11,83.5,17.5,Completed
TRK00366,DR07696,PR00006,CONT08215,Gate 3,Trailer,20,86.9,33.3,Completed
TRK00367,DR04901,PR00006,CONT04790,Gate 2,Trailer,18,64.1,25.6,Completed
TRK00368,DR06278,PR00004,CONT02420,Gate 2,Container Truck,19,73.3,19.0,Completed
TRK00369,DR09757,PR00002,CONT07441,Gate 5,Trailer,14,64.6,29.2,Completed
TRK00370,DR01535,PR00002,CONT03814,Gate 5,Container Truck,14,38.8,22.2,Completed
TRK00371,DR07947,PR00006,CONT03172,Gate 4,Trailer,8,60.6,23.7,Completed
TRK00372,DR03832,PR00001,CONT02936,Gate 1,Container Truck,9,55.1,28.5,Completed
TRK00373,DR04104,PR00007,CONT04186,Gate 4,Container Truck,14,24.7,24.6,Completed
TRK00374,DR06511,PR00002,CONT08994,Gate 1,Container Truck,18,43.8,13.7,Completed
TRK00375,DR01752,PR00005,CONT01322,Gate 5,Container Truck,7,56.3,22.2,Completed
TRK00376,DR08336,PR00002,CONT03842,Gate 2,Container Truck,14,53.5,28.9,Completed
TRK00377,DR09551,PR00007,CONT01747,Gate 4,Container Truck,15,42.6,12.9,Completed
TRK00378,DR04414,PR00001,CONT09012,Gate 3,Container Truck,12,73.3,30.3,Completed
TRK00379,DR09737,PR00002,CONT00586,Gate 4,Trailer,17,59.6,20.0,Completed
TRK00380,DR08837,PR00006,CONT04232,Gate 3,Container Truck,14,76.1,45.7,Completed
TRK00381,DR06296,PR00002,CONT04209,Gate 1,Trailer,12,52.0,29.8,Completed
TRK00382,DR09981,PR00002,CONT05248,Gate 1,Container Truck,20,52.3,39.1,Completed
TRK00383,DR03555,PR00006,CONT02928,Gate 1,Trailer,11,35.4,21.6,Completed
TRK00384,DR09973,PR00006,CONT03041,Gate 3,Trailer,19,79.5,31.2,Completed
TRK00385,DR04662,PR00001,CONT08989,Gate 4,Container Truck,7,16.0,28.2,Completed
TRK00386,DR09575,PR00004,CONT04106,Gate 2,Container Truck,11,69.5,20.9,Completed
TRK00387,DR09879,PR00002,CONT07958,Gate 5,Container Truck,11,65.3,36.2,Completed
TRK00388,DR00093,PR00002,CONT07299,Gate 5,Trailer,17,52.9,19.9,Completed
TRK00389,DR09917,PR00004,CONT08194,Gate 4,Container Truck,11,33.3,21.9,Completed
TRK00390,DR01206,PR00001,CONT00997,Gate 3,Tanker,16,84.4,29.0,Cancelled
TRK00391,DR03348,PR00003,CONT07810,Gate 3,Trailer,10,61.7,25.5,Completed
TRK00392,DR08838,PR00002,CONT07913,Gate 1,Container Truck,7,56.7,21.4,Completed
TRK00393,DR08087,PR00006,CONT00128,Gate 2,Container Truck,16,67.0,41.1,Completed
TRK00394,DR06340,PR00004,CONT01462,Gate 5,Container Truck,11,42.3,28.0,Cancelled
TRK00395,DR08647,PR00002,CONT03632,Gate 1,Container Truck,9,22.0,34.6,Completed
TRK00396,DR03460,PR00007,CONT01342,Gate 4,Container Truck,7,20.6,27.9,Completed
TRK00397,DR04032,PR00006,CONT05936,Gate 4,Container Truck,20,34.4,16.2,Completed
TRK00398,DR09455,PR00002,CONT07732,Gate 2,Trailer,8,68.2,17.6,Completed
TRK00399,DR08027,PR00007,CONT00730,Gate 2,Container Truck,9,65.2,15.0,Completed
TRK00400,DR02582,PR00002,CONT07713,Gate 2,Container Truck,6,66.7,24.0,Completed
TRK00401,DR08996,PR00002,CONT05923,Gate 4,Container Truck,14,22.9,23.2,Completed
TRK00402,DR08716,PR00003,CONT09674,Gate 2,Container Truck,9,68.8,10.6,Completed
TRK00403,DR07926,PR00001,CONT09532,Gate 4,Container Truck,21,28.7,19.8,Completed
TRK00404,DR06184,PR00005,CONT08076,Gate 2,Container Truck,13,59.1,22.0,Completed
TRK00405,DR00393,PR00004,CONT07667,Gate 1,Container Truck,19,55.7,19.1,Cancelled
TRK00406,DR04871,PR00006,CONT04822,Gate 3,Trailer,21,71.4,29.8,Completed
TRK00407,DR07568,PR00002,CONT02276,Gate 2,Container Truck,14,67.8,19.2,Completed
TRK00408,DR04847,PR00001,CONT04595,Gate 3,Trailer,6,78.0,21.0,Completed
TRK00409,DR01124,PR00002,CONT04697,Gate 4,Trailer,14,16.9,22.6,Completed
TRK00410,DR01302,PR00001,CONT03151,Gate 1,Tanker,16,45.8,26.6,Completed
TRK00411,DR09562,PR00007,CONT09240,Gate 5,Container Truck,7,43.5,23.3,Completed
TRK00412,DR06037,PR00005,CONT00965,Gate 3,Container Truck,12,75.7,41.0,Completed
TRK00413,DR07471,PR00006,CONT07041,Gate 1,Trailer,22,45.6,20.6,Cancelled
TRK00414,DR05708,PR00005,CONT07497,Gate 3,Container Truck,8,71.9,29.7,Cancelled
TRK00415,DR02941,PR00002,CONT09646,Gate 1,Container Truck,7,42.4,24.7,Completed
TRK00416,DR01843,PR00001,CONT00272,Gate 1,Container Truck,11,50.2,30.3,Completed
TRK00417,DR01217,PR00003,CONT09883,Gate 5,Container Truck,17,68.3,18.4,Completed
TRK00418,DR02738,PR00006,CONT02320,Gate 3,Trailer,10,85.7,31.7,Completed
TRK00419,DR03759,PR00002,CONT07025,Gate 3,Container Truck,18,88.4,32.3,Completed
TRK00420,DR03051,PR00001,CONT01176,Gate 3,Trailer,22,74.9,15.9,Completed
TRK00421,DR01016,PR00004,CONT00523,Gate 1,Container Truck,21,20.2,22.3,Completed
TRK00422,DR08357,PR00002,CONT08599,Gate 5,Container Truck,16,58.8,26.3,Completed
TRK00423,DR09831,PR00004,CONT02048,Gate 3,Container Truck,7,73.6,27.5,Completed
TRK00424,DR05994,PR00001,CONT04395,Gate 1,Container Truck,11,77.0,37.6,Completed
TRK00425,DR08006,PR00003,CONT01219,Gate 4,Trailer,22,40.4,26.7,Completed
TRK00426,DR09995,PR00003,CONT02643,Gate 4,Trailer,11,53.1,24.8,Completed
TRK00427,DR03909,PR00006,CONT09954,Gate 1,Container Truck,10,61.1,26.8,Completed
TRK00428,DR00942,PR00005,CONT07905,Gate 5,Tanker,10,62.6,27.5,Completed
TRK00429,DR06215,PR00001,CONT08855,Gate 4,Trailer,7,24.6,23.5,Completed
TRK00430,DR09479,PR00006,CONT09660,Gate 3,Trailer,19,83.6,25.5,Completed
TRK00431,DR06005,PR00006,CONT07655,Gate 3,Trailer,7,75.7,25.7,Completed
TRK00432,DR09451,PR00004,CONT05257,Gate 4,Container Truck,15,28.8,16.3,Completed
TRK00433,DR07664,PR00007,CONT05950,Gate 5,Container Truck,9,36.6,21.3,Completed
TRK00434,DR09801,PR00006,CONT04053,Gate 5,Container Truck,18,50.8,18.6,Completed
TRK00435,DR07245,PR00002,CONT03265,Gate 1,Container Truck,8,48.6,18.5,Completed
TRK00436,DR05757,PR00003,CONT07721,Gate 5,Container Truck,13,75.4,34.6,Cancelled
TRK00437,DR07975,PR00002,CONT06228,Gate 1,Trailer,14,35.8,16.8,Completed
TRK00438,DR09515,PR00003,CONT00509,Gate 1,Container Truck,12,69.2,19.4,Completed
TRK00439,DR00098,PR00007,CONT09763,Gate 1,Trailer,14,41.5,14.0,Completed
TRK00440,DR00107,PR00004,CONT01610,Gate 5,Trailer,8,58.1,36.1,Completed
TRK00441,DR05022,PR00002,CONT01291,Gate 4,Trailer,8,39.1,20.4,Cancelled
TRK00442,DR09465,PR00007,CONT07728,Gate 2,Container Truck,20,77.9,13.4,Completed
TRK00443,DR08304,PR00005,CONT02693,Gate 2,Container Truck,7,52.9,22.8,Completed
TRK00444,DR00290,PR00002,CONT04111,Gate 2,Tanker,8,69.4,9.6,Completed
TRK00445,DR02664,PR00007,CONT04076,Gate 3,Container Truck,17,68.6,34.4,Completed
TRK00446,DR06183,PR00002,CONT00341,Gate 4,Trailer,13,19.0,11.8,Completed
TRK00447,DR08757,PR00003,CONT05607,Gate 1,Container Truck,12,48.3,27.0,Completed
TRK00448,DR01470,PR00003,CONT03403,Gate 5,Container Truck,15,31.0,20.7,Completed
TRK00449,DR01320,PR00007,CONT08534,Gate 5,Tanker,7,44.1,23.7,Completed
TRK00450,DR05205,PR00002,CONT04536,Gate 4,Container Truck,8,47.7,16.4,Completed
TRK00451,DR07478,PR00002,CONT05234,Gate 2,Trailer,22,54.0,30.2,Completed
TRK00452,DR00392,PR00004,CONT04057,Gate 2,Trailer,19,64.7,19.5,Completed
TRK00453,DR05437,PR00006,CONT04880,Gate 5,Container Truck,18,75.5,8.0,Completed
TRK00454,DR06997,PR00001,CONT00606,Gate 4,Trailer,9,52.7,8.0,Completed
TRK00455,DR04826,PR00002,CONT00193,Gate 3,Container Truck,9,94.9,29.4,Cancelled
TRK00456,DR09641,PR00007,CONT03310,Gate 3,Container Truck,18,71.5,37.3,Completed
TRK00457,DR05388,PR00005,CONT03031,Gate 2,Container Truck,8,77.6,20.8,Completed
TRK00458,DR01450,PR00002,CONT00403,Gate 4,Trailer,9,42.5,20.6,Completed
TRK00459,DR04410,PR00002,CONT00271,Gate 4,Trailer,7,13.6,16.7,Completed
TRK00460,DR09330,PR00003,CONT03355,Gate 3,Container Truck,7,62.5,28.3,Completed
TRK00461,DR06122,PR00005,CONT01296,Gate 5,Trailer,16,75.7,24.7,Completed
TRK00462,DR01452,PR00004,CONT04151,Gate 5,Container Truck,8,53.7,23.3,Completed
TRK00463,DR00221,PR00005,CONT02550,Gate 1,Container Truck,15,52.7,12.5,Completed
TRK00464,DR08358,PR00001,CONT01198,Gate 2,Container Truck,19,74.2,10.1,Completed
TRK00465,DR07062,PR00006,CONT02736,Gate 5,Trailer,20,46.8,10.5,Cancelled
TRK00466,DR02332,PR00001,CONT01418,Gate 4,Container Truck,16,51.9,17.6,Completed
TRK00467,DR06864,PR00006,CONT01767,Gate 4,Container Truck,13,38.0,15.6,Completed
TRK00468,DR03740,PR00001,CONT04927,Gate 4,Trailer,7,29.9,23.5,Completed
TRK00469,DR02557,PR00001,CONT04507,Gate 5,Container Truck,12,66.2,13.4,Completed
TRK00470,DR08970,PR00001,CONT06703,Gate 3,Container Truck,20,64.3,28.7,Completed
TRK00471,DR04187,PR00002,CONT00089,Gate 4,Trailer,10,38.8,30.7,Cancelled
TRK00472,DR07778,PR00003,CONT09339,Gate 1,Trailer,7,51.7,31.1,Completed
TRK00473,DR08431,PR00004,CONT04754,Gate 2,Container Truck,14,67.0,29.6,Completed
TRK00474,DR02536,PR00006,CONT02738,Gate 3,Container Truck,13,79.9,24.4,Completed
TRK00475,DR08682,PR00003,CONT03341,Gate 1,Tanker,17,57.8,24.6,Completed
TRK00476,DR09578,PR00003,CONT06809,Gate 2,Trailer,14,60.9,22.3,Completed
TRK00477,DR03484,PR00002,CONT09178,Gate 2,Container Truck,16,49.2,26.7,Completed
TRK00478,DR09874,PR00006,CONT09222,Gate 3,Container Truck,16,62.5,24.1,Completed
TRK00479,DR06042,PR00001,CONT07877,Gate 3,Trailer,16,78.2,25.3,Completed
TRK00480,DR00130,PR00002,CONT06807,Gate 4,Container Truck,17,32.9,21.8,Completed
TRK00481,DR04315,PR00001,CONT06777,Gate 4,Container Truck,15,15.6,27.3,Completed
TRK00482,DR01815,PR00002,CONT06064,Gate 4,Trailer,18,55.8,34.9,Completed
TRK00483,DR07886,PR00004,CONT05012,Gate 2,Container Truck,10,107.0,21.9,Delayed
TRK00484,DR08400,PR00001,CONT05587,Gate 5,Container Truck,7,47.2,23.1,Completed
TRK00485,DR04306,PR00001,CONT01973,Gate 4,Container Truck,13,21.5,22.1,Completed
TRK00486,DR07050,PR00006,CONT02893,Gate 3,Container Truck,15,89.7,44.3,Completed
TRK00487,DR00792,PR00001,CONT05287,Gate 5,Trailer,21,46.1,16.4,Completed
TRK00488,DR03294,PR00004,CONT09747,Gate 2,Trailer,14,59.2,14.9,Completed
TRK00489,DR00074,PR00002,CONT00054,Gate 3,Trailer,16,46.8,30.7,Completed
TRK00490,DR06234,PR00006,CONT08313,Gate 2,Container Truck,10,51.7,27.7,Completed
TRK00491,DR01201,PR00005,CONT05627,Gate 1,Container Truck,17,53.8,16.9,Completed
TRK00492,DR09206,PR00001,CONT07114,Gate 2,Container Truck,18,63.9,24.3,Completed
TRK00493,DR06419,PR00006,CONT08849,Gate 1,Trailer,13,29.4,22.1,Completed
TRK00494,DR06687,PR00003,CONT03107,Gate 4,Trailer,15,37.8,20.6,Completed
TRK00495,DR07325,PR00002,CONT03412,Gate 1,Container Truck,17,47.9,18.2,Completed
TRK00496,DR04324,PR00005,CONT02808,Gate 5,Container Truck,14,48.6,22.9,Completed
TRK00497,DR03776,PR00005,CONT03124,Gate 1,Trailer,13,51.2,8.0,Cancelled
TRK00498,DR04606,PR00002,CONT01799,Gate 3,Tanker,18,79.1,23.0,Completed
TRK00499,DR09175,PR00002,CONT00663,Gate 1,Container Truck,19,40.3,38.0,Completed
TRK00500,DR07284,PR00001,CONT06906,Gate 4,Trailer,20,52.6,23.2,Completed
TRK00501,DR08588,PR00004,CONT02834,Gate 3,Container Truck,7,71.7,20.5,Completed
TRK00502,DR05733,PR00007,CONT09200,Gate 1,Container Truck,19,44.0,31.1,Completed
TRK00503,DR08409,PR00003,CONT02604,Gate 2,Trailer,21,68.5,30.1,Completed
TRK00504,DR07155,PR00007,CONT08065,Gate 2,Trailer,8,56.4,27.1,Completed
TRK00505,DR03759,PR00001,CONT08095,Gate 4,Container Truck,15,29.4,25.5,Completed
TRK00506,DR02622,PR00006,CONT08737,Gate 2,Container Truck,8,66.2,17.9,Completed
TRK00507,DR00190,PR00007,CONT02078,Gate 5,Container Truck,6,70.2,25.2,Completed
TRK00508,DR09767,PR00005,CONT08421,Gate 1,Trailer,21,56.9,22.2,Completed
TRK00509,DR05492,PR00001,CONT01873,Gate 2,Trailer,6,55.9,25.3,Completed
TRK00510,DR00579,PR00002,CONT06294,Gate 5,Trailer,12,65.6,20.9,Completed
TRK00511,DR01672,PR00001,CONT01571,Gate 2,Trailer,17,69.0,16.2,Completed
TRK00512,DR04255,PR00004,CONT06244,Gate 2,Container Truck,10,77.5,30.3,Completed
TRK00513,DR04197,PR00007,CONT05841,Gate 3,Trailer,7,65.2,29.4,Completed
TRK00514,DR05051,PR00003,CONT01871,Gate 5,Container Truck,6,66.1,16.9,Completed
TRK00515,DR06533,PR00001,CONT04385,Gate 3,Container Truck,11,99.9,27.4,Delayed
TRK00516,DR08831,PR00002,CONT06933,Gate 5,Container Truck,18,58.0,21.2,Completed
TRK00517,DR07083,PR00004,CONT05268,Gate 1,Trailer,6,49.0,19.0,Completed
TRK00518,DR06616,PR00004,CONT05350,Gate 2,Trailer,18,92.6,12.9,Completed
TRK00519,DR00134,PR00002,CONT02098,Gate 3,Container Truck,18,96.7,38.1,Delayed
TRK00520,DR02880,PR00005,CONT05345,Gate 5,Container Truck,21,49.6,11.8,Completed
TRK00521,DR07162,PR00001,CONT05121,Gate 4,Container Truck,19,30.5,13.8,Completed
TRK00522,DR00762,PR00004,CONT09086,Gate 3,Container Truck,19,96.9,29.9,Delayed
TRK00523,DR01970,PR00003,CONT06871,Gate 1,Container Truck,7,32.0,23.4,Completed
TRK00524,DR09922,PR00001,CONT05443,Gate 3,Container Truck,14,65.9,27.6,Completed
TRK00525,DR02991,PR00004,CONT08045,Gate 1,Container Truck,15,40.8,26.2,Completed
TRK00526,DR04046,PR00005,CONT01228,Gate 1,Trailer,21,31.3,21.4,Completed
TRK00527,DR03955,PR00003,CONT00527,Gate 1,Container Truck,13,61.8,25.2,Completed
TRK00528,DR03517,PR00006,CONT07556,Gate 1,Trailer,9,49.7,43.3,Completed
TRK00529,DR04020,PR00003,CONT07587,Gate 5,Container Truck,18,52.8,18.4,Completed
TRK00530,DR04056,PR00002,CONT07379,Gate 5,Container Truck,16,66.3,20.7,Completed
TRK00531,DR08482,PR00007,CONT03966,Gate 2,Container Truck,11,68.3,18.7,Completed
TRK00532,DR08345,PR00007,CONT09746,Gate 2,Container Truck,7,52.2,18.1,Completed
TRK00533,DR07486,PR00001,CONT07051,Gate 2,Trailer,20,64.7,14.0,Completed
TRK00534,DR00661,PR00007,CONT04210,Gate 1,Trailer,8,53.3,32.8,Completed
TRK00535,DR05829,PR00005,CONT05426,Gate 4,Container Truck,17,53.9,24.3,Completed
TRK00536,DR00101,PR00001,CONT04715,Gate 5,Container Truck,8,84.7,14.8,Completed
TRK00537,DR07346,PR00003,CONT05733,Gate 5,Container Truck,15,64.8,29.1,Completed
TRK00538,DR02613,PR00001,CONT00731,Gate 2,Container Truck,21,63.0,11.7,Completed
TRK00539,DR04511,PR00004,CONT07332,Gate 2,Container Truck,11,83.5,28.3,Completed
TRK00540,DR02584,PR00007,CONT06043,Gate 3,Trailer,21,82.0,27.9,Completed
TRK00541,DR00506,PR00003,CONT03123,Gate 3,Trailer,21,72.4,27.7,Completed
TRK00542,DR01796,PR00003,CONT05072,Gate 2,Trailer,18,62.0,28.5,Completed
TRK00543,DR08170,PR00002,CONT08692,Gate 2,Container Truck,11,66.7,22.9,Completed
TRK00544,DR09508,PR00004,CONT08543,Gate 2,Container Truck,16,62.7,15.2,Completed
TRK00545,DR03314,PR00006,CONT04140,Gate 3,Trailer,15,75.6,18.8,Completed
TRK00546,DR07768,PR00002,CONT01349,Gate 5,Trailer,21,56.8,26.2,Completed
TRK00547,DR07244,PR00004,CONT00145,Gate 5,Trailer,17,34.0,16.3,Completed
TRK00548,DR00818,PR00002,CONT02427,Gate 3,Trailer,14,73.1,21.6,Completed
TRK00549,DR04767,PR00005,CONT07445,Gate 4,Tanker,13,46.0,22.4,Completed
TRK00550,DR05874,PR00005,CONT00312,Gate 5,Container Truck,21,62.2,16.9,Completed
TRK00551,DR03469,PR00005,CONT08886,Gate 1,Container Truck,18,36.2,22.1,Completed
TRK00552,DR04365,PR00003,CONT09948,Gate 2,Tanker,19,75.7,19.5,Cancelled
TRK00553,DR06909,PR00004,CONT07651,Gate 1,Container Truck,8,55.9,13.5,Completed
TRK00554,DR06772,PR00004,CONT02133,Gate 3,Container Truck,16,70.1,24.0,Completed
TRK00555,DR03301,PR00005,CONT06056,Gate 2,Container Truck,22,61.0,19.3,Completed
TRK00556,DR06286,PR00004,CONT05839,Gate 3,Container Truck,22,79.9,32.9,Completed
TRK00557,DR05111,PR00006,CONT09619,Gate 4,Container Truck,13,14.3,38.5,Completed
TRK00558,DR03173,PR00002,CONT08356,Gate 1,Container Truck,20,56.4,16.0,Completed
TRK00559,DR06937,PR00001,CONT08030,Gate 5,Container Truck,17,61.6,17.7,Completed
TRK00560,DR02786,PR00007,CONT03237,Gate 1,Trailer,19,58.4,11.9,Completed
TRK00561,DR05433,PR00001,CONT05387,Gate 5,Trailer,17,57.6,8.1,Completed
TRK00562,DR08012,PR00007,CONT09268,Gate 5,Container Truck,6,47.4,24.0,Completed
TRK00563,DR02141,PR00004,CONT04868,Gate 4,Container Truck,14,30.6,20.4,Completed
TRK00564,DR01232,PR00007,CONT02916,Gate 2,Container Truck,18,59.2,23.6,Completed
TRK00565,DR08675,PR00004,CONT04754,Gate 3,Tanker,11,76.6,23.1,Completed
TRK00566,DR05101,PR00006,CONT01112,Gate 2,Container Truck,16,60.8,16.8,Completed
TRK00567,DR08700,PR00005,CONT06157,Gate 2,Container Truck,10,72.6,20.8,Completed
TRK00568,DR09624,PR00003,CONT05424,Gate 5,Trailer,17,43.6,30.7,Cancelled
TRK00569,DR07171,PR00003,CONT06166,Gate 3,Container Truck,12,54.6,24.2,Completed
TRK00570,DR07831,PR00001,CONT01055,Gate 1,Trailer,6,45.5,28.3,Completed
TRK00571,DR08192,PR00002,CONT08983,Gate 1,Container Truck,9,45.9,21.2,Completed
TRK00572,DR06075,PR00007,CONT08757,Gate 2,Trailer,13,66.2,29.2,Completed
TRK00573,DR05155,PR00002,CONT00598,Gate 5,Container Truck,9,52.1,30.1,Completed
TRK00574,DR07462,PR00005,CONT09823,Gate 5,Tanker,15,72.4,28.5,Completed
TRK00575,DR03902,PR00003,CONT09836,Gate 5,Container Truck,19,69.2,23.5,Completed
TRK00576,DR03936,PR00002,CONT09283,Gate 5,Container Truck,12,64.9,38.4,Completed
TRK00577,DR04818,PR00007,CONT03778,Gate 3,Container Truck,20,79.0,24.1,Completed
TRK00578,DR08090,PR00001,CONT05158,Gate 1,Container Truck,6,38.8,13.0,Completed
TRK00579,DR05884,PR00004,CONT09726,Gate 5,Container Truck,11,72.0,31.1,Completed
TRK00580,DR08147,PR00003,CONT08929,Gate 4,Container Truck,17,32.7,12.3,Completed
