Ship_Record_ID,Ship_ID,Ship_Name,Shipping_Line,Ship_Type,TEU_Capacity,Flag
SR00341,SHP00341,Vessel-00341,Evergreen,Post-Panamax,3000,India
SR00342,SHP00342,Vessel-00342,ONE,Ultra Large Container Vessel,4500,Singapore
SR00343,SHP00343,Vessel-00343,Maersk,Panamax,6500,Liberia
SR00344,SHP00344,Vessel-00344,MSC,Post-Panamax,8500,Panama
SR00345,SHP00345,Vessel-00345,CMA CGM,Ultra Large Container Vessel,12000,Malta
SR00346,SHP00346,Vessel-00346,Hapag-Lloyd,Panamax,3000,India
SR00347,SHP00347,Vessel-00347,Evergreen,Post-Panamax,4500,Singapore
SR00348,SHP00348,Vessel-00348,ONE,Ultra Large Container Vessel,6500,Liberia
SR00349,SHP00349,Vessel-00349,Maersk,Panamax,8500,Panama
SR00350,SHP00350,Vessel-00350,MSC,Post-Panamax,12000,Malta
SR00351,SHP00351,Vessel-00351,CMA CGM,Ultra Large Container Vessel,3000,India
SR00352,SHP00352,Vessel-00352,Hapag-Lloyd,Panamax,4500,Singapore
SR00353,SHP00353,Vessel-00353,Evergreen,Post-Panamax,6500,Liberia
SR00354,SHP00354,Vessel-00354,ONE,Ultra Large Container Vessel,8500,Panama
SR00355,SHP00355,Vessel-00355,Maersk,Panamax,12000,Malta
SR00356,SHP00356,Vessel-00356,MSC,Post-Panamax,3000,India
SR00357,SHP00357,Vessel-00357,CMA CGM,Ultra Large Container Vessel,4500,Singapore
SR00358,SHP00358,Vessel-00358,Hapag-Lloyd,Panamax,6500,Liberia
SR00359,SHP00359,Vessel-00359,Evergreen,Post-Panamax,8500,Panama
SR00360,SHP00360,Vessel-00360,ONE,Ultra Large Container Vessel,12000,Malta
SR00361,SHP00361,Vessel-00361,Maersk,Panamax,3000,India
SR00362,SHP00362,Vessel-00362,MSC,Post-Panamax,4500,Singapore
SR00363,SHP00363,Vessel-00363,CMA CGM,Ultra Large Container Vessel,6500,Liberia
SR00364,SHP00364,Vessel-00364,Hapag-Lloyd,Panamax,8500,Panama
SR00365,SHP00365,Vessel-00365,Evergreen,Post-Panamax,12000,Malta
SR00366,SHP00366,Vessel-00366,ONE,Ultra Large Container Vessel,3000,India
SR00367,SHP00367,Vessel-00367,Maersk,Panamax,4500,Singapore
SR00368,SHP00368,Vessel-00368,MSC,Post-Panamax,6500,Liberia
SR00369,SHP00369,Vessel-00369,CMA CGM,Ultra Large Container Vessel,8500,Panama
SR00370,SHP00370,Vessel-00370,Hapag-Lloyd,Panamax,12000,Malta
SR00371,SHP00371,Vessel-00371,Evergreen,Post-Panamax,3000,India
SR00372,SHP00372,Vessel-00372,ONE,Ultra Large Container Vessel,4500,Singapore
SR00373,SHP00373,Vessel-00373,Maersk,Panamax,6500,Liberia
SR00374,SHP00374,Vessel-00374,MSC,Post-Panamax,8500,Panama
SR00375,SHP00375,Vessel-00375,CMA CGM,Ultra Large Container Vessel,12000,Malta
SR00376,SHP00376,Vessel-00376,Hapag-Lloyd,Panamax,3000,India
SR00377,SHP00377,Vessel-00377,Evergreen,Post-Panamax,4500,Singapore
SR00378,SHP00378,Vessel-00378,ONE,Ultra Large Container Vessel,6500,Liberia
SR00379,SHP00379,Vessel-00379,Maersk,Panamax,8500,Panama
SR00380,SHP00380,Vessel-00380,MSC,Post-Panamax,12000,Malta
SR00381,SHP00381,Vessel-00381,CMA CGM,Ultra Large Container Vessel,3000,India
SR00382,SHP00382,Vessel-00382,Hapag-Lloyd,Panamax,4500,Singapore
SR00383,SHP00383,Vessel-00383,Evergreen,Post-Panamax,6500,Liberia
SR00384,SHP00384,Vessel-00384,ONE,Ultra Large Container Vessel,8500,Panama
SR00385,SHP00385,Vessel-00385,Maersk,Panamax,12000,Malta
SR00386,SHP00386,Vessel-00386,MSC,Post-Panamax,3000,India
SR00387,SHP00387,Vessel-00387,CMA CGM,Ultra Large Container Vessel,4500,Singapore
SR00388,SHP00388,Vessel-00388,Hapag-Lloyd,Panamax,6500,Liberia
SR00389,SHP00389,Vessel-00389,Evergreen,Post-Panamax,8500,Panama
SR00390,SHP00390,Vessel-00390,ONE,Ultra Large Container Vessel,12000,Malta
SR00391,SHP00391,Vessel-00391,Maersk,Panamax,3000,India
SR00392,SHP00392,Vessel-00392,MSC,Post-Panamax,4500,Singapore
SR00393,SHP00393,Vessel-00393,CMA CGM,Ultra Large Container Vessel,6500,Liberia
SR00394,SHP00394,Vessel-00394,Hapag-Lloyd,Panamax,8500,Panama
SR00395,SHP00395,Vessel-00395,Evergreen,Post-Panamax,12000,Malta
SR00396,SHP00396,Vessel-00396,ONE,Ultra Large Container Vessel,3000,India
SR00397,SHP00397,Vessel-00397,Maersk,Panamax,4500,Singapore
SR00398,SHP00398,Vessel-00398,MSC,Post-Panamax,6500,Liberia
SR00399,SHP00399,Vessel-00399,CMA CGM,Ultra Large Container Vessel,8500,Panama
SR00400,SHP00400,Vessel-00400,Hapag-Lloyd,Panamax,12000,Malta
SR00401,SHP00401,Vessel-00401,Evergreen,Post-Panamax,3000,India
SR00402,SHP00402,Vessel-00402,ONE,Ultra Large Container Vessel,4500,Singapore
SR00403,SHP00403,Vessel-00403,Maersk,Panamax,6500,Liberia
SR00404,SHP00404,Vessel-00404,MSC,Post-Panamax,8500,Panama
SR00405,SHP00405,Vessel-00405,CMA CGM,Ultra Large Container Vessel,12000,Malta
SR00406,SHP00406,Vessel-00406,Hapag-Lloyd,Panamax,3000,India
SR00407,SHP00407,Vessel-00407,Evergreen,Post-Panamax,4500,Singapore
SR00408,SHP00408,Vessel-00408,ONE,Ultra Large Container Vessel,6500,Liberia
SR00409,SHP00409,Vessel-00409,Maersk,Panamax,8500,Panama
SR00410,SHP00410,Vessel-00410,MSC,Post-Panamax,12000,Malta
SR00411,SHP00411,Vessel-00411,CMA CGM,Ultra Large Container Vessel,3000,India
SR00412,SHP00412,Vessel-00412,Hapag-Lloyd,Panamax,4500,Singapore
SR00413,SHP00413,Vessel-00413,Evergreen,Post-Panamax,6500,Liberia
SR00414,SHP00414,Vessel-00414,ONE,Ultra Large Container Vessel,8500,Panama
SR00415,SHP00415,Vessel-00415,Maersk,Panamax,12000,Malta
SR00416,SHP00416,Vessel-00416,MSC,Post-Panamax,3000,India
SR00417,SHP00417,Vessel-00417,CMA CGM,Ultra Large Container Vessel,4500,Singapore
SR00418,SHP00418,Vessel-00418,Hapag-Lloyd,Panamax,6500,Liberia
SR00419,SHP00419,Vessel-00419,Evergreen,Post-Panamax,8500,Panama
SR00420,SHP00420,Vessel-00420,ONE,Ultra Large Container Vessel,12000,Malta
SR00421,SHP00421,Vessel-00421,Maersk,Panamax,3000,India
SR00422,SHP00422,Vessel-00422,MSC,Post-Panamax,4500,Singapore
SR00423,SHP00423,Vessel-00423,CMA CGM,Ultra Large Container Vessel,6500,Liberia
SR00424,SHP00424,Vessel-00424,Hapag-Lloyd,Panamax,8500,Panama
SR00425,SHP00425,Vessel-00425,Evergreen,Post-Panamax,12000,Malta
SR00426,SHP00426,Vessel-00426,ONE,Ultra Large Container Vessel,3000,India
SR00427,SHP00427,Vessel-00427,Maersk,Panamax,4500,Singapore
SR00428,SHP00428,Vessel-00428,MSC,Post-Panamax,6500,Liberia
SR00429,SHP00429,Vessel-00429,CMA CGM,Ultra Large Container Vessel,8500,Panama
SR00430,SHP00430,Vessel-00430,Hapag-Lloyd,Panamax,12000,Malta
SR00431,SHP00431,Vessel-00431,Evergreen,Post-Panamax,3000,India
SR00432,SHP00432,Vessel-00432,ONE,Ultra Large Container Vessel,4500,Singapore
SR00433,SHP00433,Vessel-00433,Maersk,Panamax,6500,Liberia
SR00434,SHP00434,Vessel-00434,MSC,Post-Panamax,8500,Panama
SR00435,SHP00435,Vessel-00435,CMA CGM,Ultra Large Container Vessel,12000,Malta
SR00436,SHP00436,Vessel-00436,Hapag-Lloyd,Panamax,3000,India
SR00437,SHP00437,Vessel-00437,Evergreen,Post-Panamax,4500,Singapore
SR00438,SHP00438,Vessel-00438,ONE,Ultra Large Container Vessel,6500,Liberia
SR00439,SHP00439,Vessel-00439,Maersk,Panamax,8500,Panama
SR00440,SHP00440,Vessel-00440,MSC,Post-Panamax,12000,Malta
SR00441,SHP00441,Vessel-00441,CMA CGM,Ultra Large Container Vessel,3000,India
SR00442,SHP00442,Vessel-00442,Hapag-Lloyd,Panamax,4500,Singapore
SR00443,SHP00443,Vessel-00443,Evergreen,Post-Panamax,6500,Liberia
SR00444,SHP00444,Vessel-00444,ONE,Ultra Large Container Vessel,8500,Panama
SR00445,SHP00445,Vessel-00445,Maersk,Panamax,12000,Malta
SR00446,SHP00446,Vessel-00446,MSC,Post-Panamax,3000,India
SR00447,SHP00447,Vessel-00447,CMA CGM,Ultra Large Container Vessel,4500,Singapore
SR00448,SHP00448,Vessel-00448,Hapag-Lloyd,Panamax,6500,Liberia
SR00449,SHP00449,Vessel-00449,Evergreen,Post-Panamax,8500,Panama
SR00450,SHP00450,Vessel-00450,ONE,Ultra Large Container Vessel,12000,Malta
SR00451,SHP00451,Vessel-00451,Maersk,Panamax,3000,India
SR00452,SHP00452,Vessel-00452,MSC,Post-Panamax,4500,Singapore
SR00453,SHP00453,Vessel-00453,CMA CGM,Ultra Large Container Vessel,6500,Liberia
SR00454,SHP00454,Vessel-00454,Hapag-Lloyd,Panamax,8500,Panama
SR00455,SHP00455,Vessel-00455,Evergreen,Post-Panamax,12000,Malta
SR00456,SHP00456,Vessel-00456,ONE,Ultra Large Container Vessel,3000,India
SR00457,SHP00457,Vessel-00457,Maersk,Panamax,4500,Singapore
SR00458,SHP00458,Vessel-00458,MSC,Post-Panamax,6500,Liberia
SR00459,SHP00459,Vessel-00459,CMA CGM,Ultra Large Container Vessel,8500,Panama
SR00460,SHP00460,Vessel-00460,Hapag-Lloyd,Panamax,12000,Malta
SR00461,SHP00461,Vessel-00461,Evergreen,Post-Panamax,3000,India
SR00462,SHP00462,Vessel-00462,ONE,Ultra Large Container Vessel,4500,Singapore
SR00463,SHP00463,Vessel-00463,Maersk,Panamax,6500,Liberia
SR00464,SHP00464,Vessel-00464,MSC,Post-Panamax,8500,Panama
SR00465,SHP00465,Vessel-00465,CMA CGM,Ultra Large Container Vessel,12000,Malta
SR00466,SHP00466,Vessel-00466,Hapag-Lloyd,Panamax,3000,India
SR00467,SHP00467,Vessel-00467,Evergreen,Post-Panamax,4500,Singapore
SR00468,SHP00468,Vessel-00468,ONE,Ultra Large Container Vessel,6500,Liberia
SR00469,SHP00469,Vessel-00469,Maersk,Panamax,8500,Panama
SR00470,SHP00470,Vessel-00470,MSC,Post-Panamax,12000,Malta
SR00471,SHP00471,Vessel-00471,CMA CGM,Ultra Large Container Vessel,3000,India
SR00472,SHP00472,Vessel-00472,Hapag-Lloyd,Panamax,4500,Singapore
SR00473,SHP00473,Vessel-00473,Evergreen,Post-Panamax,6500,Liberia
SR00474,SHP00474,Vessel-00474,ONE,Ultra Large Container Vessel,8500,Panama
SR00475,SHP00475,Vessel-00475,Maersk,Panamax,12000,Malta
SR00476,SHP00476,Vessel-00476,MSC,Post-Panamax,3000,India
SR00477,SHP00477,Vessel-00477,CMA CGM,Ultra Large Container Vessel,4500,Singapore
SR00478,SHP00478,Vessel-00478,Hapag-Lloyd,Panamax,6500,Liberia
SR00479,SHP00479,Vessel-00479,Evergreen,Post-Panamax,8500,Panama
SR00480,SHP00480,Vessel-00480,ONE,Ultra Large Container Vessel,12000,Malta
SR00481,SHP00481,Vessel-00481,Maersk,Panamax,3000,India
SR00482,SHP00482,Vessel-00482,MSC,Post-Panamax,4500,Singapore
SR00483,SHP00483,Vessel-00483,CMA CGM,Ultra Large Container Vessel,6500,Liberia
SR00484,SHP00484,Vessel-00484,Hapag-Lloyd,Panamax,8500,Panama
SR00485,SHP00485,Vessel-00485,Evergreen,Post-Panamax,12000,Malta
SR00486,SHP00486,Vessel-00486,ONE,Ultra Large Container Vessel,3000,India
SR00487,SHP00487,Vessel-00487,Maersk,Panamax,4500,Singapore
SR00488,SHP00488,Vessel-00488,MSC,Post-Panamax,6500,Liberia
SR00489,SHP00489,Vessel-00489,CMA CGM,Ultra Large Container Vessel,8500,Panama
SR00490,SHP00490,Vessel-00490,Hapag-Lloyd,Panamax,12000,Malta
SR00491,SHP00491,Vessel-00491,Evergreen,Post-Panamax,3000,India
SR00492,SHP00492,Vessel-00492,ONE,Ultra Large Container Vessel,4500,Singapore
SR00493,SHP00493,Vessel-00493,Maersk,Panamax,6500,Liberia
SR00494,SHP00494,Vessel-00494,MSC,Post-Panamax,8500,Panama
SR00495,SHP00495,Vessel-00495,CMA CGM,Ultra Large Container Vessel,12000,Malta
SR00496,SHP00496,Vessel-00496,Hapag-Lloyd,Panamax,3000,India
SR00497,SHP00497,Vessel-00497,Evergreen,Post-Panamax,4500,Singapore
SR00498,SHP00498,Vessel-00498,ONE,Ultra Large Container Vessel,6500,Liberia
SR00499,SHP00499,Vessel-00499,Maersk,Panamax,8500,Panama
SR00500,SHP00500,Vessel-00500,MSC,Post-Panamax,12000,Malta
SR00501,SHP00501,Vessel-00501,CMA CGM,Ultra Large Container Vessel,3000,India
SR00502,SHP00502,Vessel-00502,Hapag-Lloyd,Panamax,4500,Singapore
SR00503,SHP00503,Vessel-00503,Evergreen,Post-Panamax,6500,Liberia
SR00504,SHP00504,Vessel-00504,ONE,Ultra Large Container Vessel,8500,Panama
SR00505,SHP00505,Vessel-00505,Maersk,Panamax,12000,Malta
SR00506,SHP00506,Vessel-00506,MSC,Post-Panamax,3000,India
SR00507,SHP00507,Vessel-00507,CMA CGM,Ultra Large Container Vessel,4500,Singapore
SR00508,SHP00508,Vessel-00508,Hapag-Lloyd,Panamax,6500,Liberia
SR00509,SHP00509,Vessel-00509,Evergreen,Post-Panamax,8500,Panama
SR00510,SHP00510,Vessel-00510,ONE,Ultra Large Container Vessel,12000,Malta
SR00511,SHP00511,Vessel-00511,Maersk,Panamax,3000,India
SR00512,SHP00512,Vessel-00512,MSC,Post-Panamax,4500,Singapore
SR00513,SHP00513,Vessel-00513,CMA CGM,Ultra Large Container Vessel,6500,Liberia
SR00514,SHP00514,Vessel-00514,Hapag-Lloyd,Panamax,8500,Panama
SR00515,SHP00515,Vessel-00515,Evergreen,Post-Panamax,12000,Malta
SR00516,SHP00516,Vessel-00516,ONE,Ultra Large Container Vessel,3000,India
SR00517,SHP00517,Vessel-00517,Maersk,Panamax,4500,Singapore
SR00518,SHP00518,Vessel-00518,MSC,Post-Panamax,6500,Liberia
SR00519,SHP00519,Vessel-00519,CMA CGM,Ultra Large Container Vessel,8500,Panama
SR00520,SHP00520,Vessel-00520,Hapag-Lloyd,Panamax,12000,Malta
SR00521,SHP00521,Vessel-00521,Evergreen,Post-Panamax,3000,India
SR00522,SHP00522,Vessel-00522,ONE,Ultra Large Container Vessel,4500,Singapore
SR00523,SHP00523,Vessel-00523,Maersk,Panamax,6500,Liberia
SR00524,SHP00524,Vessel-00524,MSC,Post-Panamax,8500,Panama
SR00525,SHP00525,Vessel-00525,CMA CGM,Ultra Large Container Vessel,12000,Malta
SR00526,SHP00526,Vessel-00526,Hapag-Lloyd,Panamax,3000,India
SR00527,SHP00527,Vessel-00527,Evergreen,Post-Panamax,4500,Singapore
SR00528,SHP00528,Vessel-00528,ONE,Ultra Large Container Vessel,6500,Liberia
SR00529,SHP00529,Vessel-00529,Maersk,Panamax,8500,Panama
SR00530,SHP00530,Vessel-00530,MSC,Post-Panamax,12000,Malta
SR00531,SHP00531,Vessel-00531,CMA CGM,Ultra Large Container Vessel,3000,India
SR00532,SHP00532,Vessel-00532,Hapag-Lloyd,Panamax,4500,Singapore
SR00533,SHP00533,Vessel-00533,Evergreen,Post-Panamax,6500,Liberia
SR00534,SHP00534,Vessel-00534,ONE,Ultra Large Container Vessel,8500,Panama
SR00535,SHP00535,Vessel-00535,Maersk,Panamax,12000,Malta
SR00536,SHP00536,Vessel-00536,MSC,Post-Panamax,3000,India
SR00537,SHP00537,Vessel-00537,CMA CGM,Ultra Large Container Vessel,4500,Singapore
SR00538,SHP00538,Vessel-00538,Hapag-Lloyd,Panamax,6500,Liberia
SR00539,SHP00539,Vessel-00539,Evergreen,Post-Panamax,8500,Panama
SR00540,SHP00540,Vessel-00540,ONE,Ultra Large Container Vessel,12000,Malta
SR00541,SHP00541,Vessel-00541,Maersk,Panamax,3000,India
SR00542,SHP00542,Vessel-00542,MSC,Post-Panamax,4500,Singapore
SR00543,SHP00543,Vessel-00543,CMA CGM,Ultra Large Container Vessel,6500,Liberia
SR00544,SHP00544,Vessel-00544,Hapag-Lloyd,Panamax,8500,Panama
SR00545,SHP00545,Vessel-00545,Evergreen,Post-Panamax,12000,Malta
SR00546,SHP00546,Vessel-00546,ONE,Ultra Large Container Vessel,3000,India
SR00547,SHP00547,Vessel-00547,Maersk,Panamax,4500,Singapore
SR00548,SHP00548,Vessel-00548,MSC,Post-Panamax,6500,Liberia
SR00549,SHP00549,Vessel-00549,CMA CGM,Ultra Large Container Vessel,8500,Panama
SR00550,SHP00550,Vessel-00550,Hapag-Lloyd,Panamax,12000,Malta
SR00551,SHP00551,Vessel-00551,Evergreen,Post-Panamax,3000,India
SR00552,SHP00552,Vessel-00552,ONE,Ultra Large Container Vessel,4500,Singapore
SR00553,SHP00553,Vessel-00553,Maersk,Panamax,6500,Liberia
SR00554,SHP00554,Vessel-00554,MSC,Post-Panamax,8500,Panama
SR00555,SHP00555,Vessel-00555,CMA CGM,Ultra Large Container Vessel,12000,Malta
SR00556,SHP00556,Vessel-00556,Hapag-Lloyd,Panamax,3000,India
SR00557,SHP00557,Vessel-00557,Evergreen,Post-Panamax,4500,Singapore
SR00558,SHP00558,Vessel-00558,ONE,Ultra Large Container Vessel,6500,Liberia
SR00559,SHP00559,Vessel-00559,Maersk,Panamax,8500,Panama
SR00560,SHP00560,Vessel-00560,MSC,Post-Panamax,12000,Malta
SR00561,SHP00561,Vessel-00561,CMA CGM,Ultra Large Container Vessel,3000,India
SR00562,SHP00562,Vessel-00562,Hapag-Lloyd,Panamax,4500,Singapore
SR00563,SHP00563,Vessel-00563,Evergreen,Post-Panamax,6500,Liberia
SR00564,SHP00564,Vessel-00564,ONE,Ultra Large Container Vessel,8500,Panama
SR00565,SHP00565,Vessel-00565,Maersk,Panamax,12000,Malta
SR00566,SHP00566,Vessel-00566,MSC,Post-Panamax,3000,India
SR00567,SHP00567,Vessel-00567,CMA CGM,Ultra Large Container Vessel,4500,Singapore
SR00568,SHP00568,Vessel-00568,Hapag-Lloyd,Panamax,6500,Liberia
SR00569,SHP00569,Vessel-00569,Evergreen,Post-Panamax,8500,Panama
SR00570,SHP00570,Vessel-00570,ONE,Ultra Large Container Vessel,12000,Malta
SR00571,SHP00571,Vessel-00571,Maersk,Panamax,3000,India
SR00572,SHP00572,Vessel-00572,MSC,Post-Panamax,4500,Singapore
SR00573,SHP00573,Vessel-00573,CMA CGM,Ultra Large Container Vessel,6500,Liberia
SR00574,SHP00574,Vessel-00574,Hapag-Lloyd,Panamax,8500,Panama
SR00575,SHP00575,Vessel-00575,Evergreen,Post-Panamax,12000,Malta
SR00576,SHP00576,Vessel-00576,ONE,Ultra Large Container Vessel,3000,India
SR00577,SHP00577,Vessel-00577,Maersk,Panamax,4500,Singapore
SR00578,SHP00578,Vessel-00578,MSC,Post-Panamax,6500,Liberia
SR00579,SHP00579,Vessel-00579,CMA CGM,Ultra Large Container Vessel,8500,Panama
SR00580,SHP00580,Vessel-00580,Hapag-Lloyd,Panamax,12000,Malta
SR00581,SHP00581,Vessel-00581,Evergreen,Post-Panamax,3000,India
SR00582,SHP00582,Vessel-00582,ONE,Ultra Large Container Vessel,4500,Singapore
SR00583,SHP00583,Vessel-00583,Maersk,Panamax,6500,Liberia
SR00584,SHP00584,Vessel-00584,MSC,Post-Panamax,8500,Panama
SR00585,SHP00585,Vessel-00585,CMA CGM,Ultra Large Container Vessel,12000,Malta
SR00586,SHP00586,Vessel-00586,Hapag-Lloyd,Panamax,3000,India
SR00587,SHP00587,Vessel-00587,Evergreen,Post-Panamax,4500,Singapore
SR00588,SHP00588,Vessel-00588,ONE,Ultra Large Container Vessel,6500,Liberia
SR00589,SHP00589,Vessel-00589,Maersk,Panamax,8500,Panama
SR00590,SHP00590,Vessel-00590,MSC,Post-Panamax,12000,Malta
SR00591,SHP00591,Vessel-00591,CMA CGM,Ultra Large Container Vessel,3000,India
SR00592,SHP00592,Vessel-00592,Hapag-Lloyd,Panamax,4500,Singapore
SR00593,SHP00593,Vessel-00593,Evergreen,Post-Panamax,6500,Liberia
SR00594,SHP00594,Vessel-00594,ONE,Ultra Large Container Vessel,8500,Panama
SR00595,SHP00595,Vessel-00595,Maersk,Panamax,12000,Malta
SR00596,SHP00596,Vessel-00596,MSC,Post-Panamax,3000,India
SR00597,SHP00597,Vessel-00597,CMA CGM,Ultra Large Container Vessel,4500,Singapore
SR00598,SHP00598,Vessel-00598,Hapag-Lloyd,Panamax,6500,Liberia
SR00599,SHP00599,Vessel-00599,Evergreen,Post-Panamax,8500,Panama
SR00600,SHP00600,Vessel-00600,ONE,Ultra Large Container Vessel,12000,Malta
SR00601,SHP00601,Vessel-00601,Maersk,Panamax,3000,India
SR00602,SHP00602,Vessel-00602,MSC,Post-Panamax,4500,Singapore
SR00603,SHP00603,Vessel-00603,CMA CGM,Ultra Large Container Vessel,6500,Liberia
SR00604,SHP00604,Vessel-00604,Hapag-Lloyd,Panamax,8500,Panama
SR00605,SHP00605,Vessel-00605,Evergreen,Post-Panamax,12000,Malta
SR00606,SHP00606,Vessel-00606,ONE,Ultra Large Container Vessel,3000,India
SR00607,SHP00607,Vessel-00607,Maersk,Panamax,4500,Singapore
SR00608,SHP00608,Vessel-00608,MSC,Post-Panamax,6500,Liberia
SR00609,SHP00609,Vessel-00609,CMA CGM,Ultra Large Container Vessel,8500,Panama
SR00610,SHP00610,Vessel-00610,Hapag-Lloyd,Panamax,12000,Malta
SR00611,SHP00611,Vessel-00611,Evergreen,Post-Panamax,3000,India
SR00612,SHP00612,Vessel-00612,ONE,Ultra Large Container Vessel,4500,Singapore
SR00613,SHP00613,Vessel-00613,Maersk,Panamax,6500,Liberia
SR00614,SHP00614,Vessel-00614,MSC,Post-Panamax,8500,Panama
SR00615,SHP00615,Vessel-00615,CMA CGM,Ultra Large Container Vessel,12000,Malta
SR00616,SHP00616,Vessel-00616,Hapag-Lloyd,Panamax,3000,India
SR00617,SHP00617,Vessel-00617,Evergreen,Post-Panamax,4500,Singapore
SR00618,SHP00618,Vessel-00618,ONE,Ultra Large Container Vessel,6500,Liberia
SR00619,SHP00619,Vessel-00619,Maersk,Panamax,8500,Panama
SR00620,SHP00620,Vessel-00620,MSC,Post-Panamax,12000,Malta
SR00621,SHP00621,Vessel-00621,CMA CGM,Ultra Large Container Vessel,3000,India
SR00622,SHP00622,Vessel-00622,Hapag-Lloyd,Panamax,4500,Singapore
SR00623,SHP00623,Vessel-00623,Evergreen,Post-Panamax,6500,Liberia
SR00624,SHP00624,Vessel-00624,ONE,Ultra Large Container Vessel,8500,Panama
SR00625,SHP00625,Vessel-00625,Maersk,Panamax,12000,Malta
SR00626,SHP00626,Vessel-00626,MSC,Post-Panamax,3000,India
SR00627,SHP00627,Vessel-00627,CMA CGM,Ultra Large Container Vessel,4500,Singapore
SR00628,SHP00628,Vessel-00628,Hapag-Lloyd,Panamax,6500,Liberia
SR00629,SHP00629,Vessel-00629,Evergreen,Post-Panamax,8500,Panama
SR00630,SHP00630,Vessel-00630,ONE,Ultra Large Container Vessel,12000,Malta
SR00631,SHP00631,Vessel-00631,Maersk,Panamax,3000,India
SR00632,SHP00632,Vessel-00632,MSC,Post-Panamax,4500,Singapore
SR00633,SHP00633,Vessel-00633,CMA CGM,Ultra Large Container Vessel,6500,Liberia
SR00634,SHP00634,Vessel-00634,Hapag-Lloyd,Panamax,8500,Panama
SR00635,SHP00635,Vessel-00635,Evergreen,Post-Panamax,12000,Malta
SR00636,SHP00636,Vessel-00636,ONE,Ultra Large Container Vessel,3000,India
SR00637,SHP00637,Vessel-00637,Maersk,Panamax,4500,Singapore
SR00638,SHP00638,Vessel-00638,MSC,Post-Panamax,6500,Liberia
SR00639,SHP00639,Vessel-00639,CMA CGM,Ultra Large Container Vessel,8500,Panama
SR00640,SHP00640,Vessel-00640,Hapag-Lloyd,Panamax,12000,Malta
SR00641,SHP00641,Vessel-00641,Evergreen,Post-Panamax,3000,India
SR00642,SHP00642,Vessel-00642,ONE,Ultra Large Container Vessel,4500,Singapore
SR00643,SHP00643,Vessel-00643,Maersk,Panamax,6500,Liberia
SR00644,SHP00644,Vessel-00644,MSC,Post-Panamax,8500,Panama
SR00645,SHP00645,Vessel-00645,CMA CGM,Ultra Large Container Vessel,12000,Malta
SR00646,SHP00646,Vessel-00646,Hapag-Lloyd,Panamax,3000,India
SR00647,SHP00647,Vessel-00647,Evergreen,Post-Panamax,4500,Singapore
SR00648,SHP00648,Vessel-00648,ONE,Ultra Large Container Vessel,6500,Liberia
SR00649,SHP00649,Vessel-00649,Maersk,Panamax,8500,Panama
SR00650,SHP00650,Vessel-00650,MSC,Post-Panamax,12000,Malta
SR00651,SHP00651,Vessel-00651,CMA CGM,Ultra Large Container Vessel,3000,India
SR00652,SHP00652,Vessel-00652,Hapag-Lloyd,Panamax,4500,Singapore
SR00653,SHP00653,Vessel-00653,Evergreen,Post-Panamax,6500,Liberia
SR00654,SHP00654,Vessel-00654,ONE,Ultra Large Container Vessel,8500,Panama
SR00655,SHP00655,Vessel-00655,Maersk,Panamax,12000,Malta
SR00656,SHP00656,Vessel-00656,MSC,Post-Panamax,3000,India
SR00657,SHP00657,Vessel-00657,CMA CGM,Ultra Large Container Vessel,4500,Singapore
SR00658,SHP00658,Vessel-00658,Hapag-Lloyd,Panamax,6500,Liberia
SR00659,SHP00659,Vessel-00659,Evergreen,Post-Panamax,8500,Panama
SR00660,SHP00660,Vessel-00660,ONE,Ultra Large Container Vessel,12000,Malta
SR00661,SHP00661,Vessel-00661,Maersk,Panamax,3000,India
SR00662,SHP00662,Vessel-00662,MSC,Post-Panamax,4500,Singapore
SR00663,SHP00663,Vessel-00663,CMA CGM,Ultra Large Container Vessel,6500,Liberia
SR00664,SHP00664,Vessel-00664,Hapag-Lloyd,Panamax,8500,Panama
SR00665,SHP00665,Vessel-00665,Evergreen,Post-Panamax,12000,Malta
SR00666,SHP00666,Vessel-00666,ONE,Ultra Large Container Vessel,3000,India
SR00667,SHP00667,Vessel-00667,Maersk,Panamax,4500,Singapore
SR00668,SHP00668,Vessel-00668,MSC,Post-Panamax,6500,Liberia
SR00669,SHP00669,Vessel-00669,CMA CGM,Ultra Large Container Vessel,8500,Panama
SR00670,SHP00670,Vessel-00670,Hapag-Lloyd,Panamax,12000,Malta
SR00671,SHP00671,Vessel-00671,Evergreen,Post-Panamax,3000,India
SR00672,SHP00672,Vessel-00672,ONE,Ultra Large Container Vessel,4500,Singapore
SR00673,SHP00673,Vessel-00673,Maersk,Panamax,6500,Liberia
