Yard_Record_ID,Date_Record_ID,Port_Record_ID,Yard_ID,Capacity_TEUs,Occupied_TEUs,Available_TEUs,Utilization_Percentage,Inbound_Containers,Outbound_Containers,Long_Stay_Containers
YRD00348,DR01038,PR00003,Yard B,12000,9084,2916,75.7,254,271,15
YRD00349,DR04870,PR00003,Yard D,11000,7139,3861,64.9,241,231,71
YRD00350,DR02765,PR00002,Yard E,12500,11188,1312,89.5,290,220,91
YRD00351,DR00315,PR00001,Yard E,12500,11462,1038,91.7,212,233,89
YRD00352,DR02773,PR00004,Yard C,13000,11817,1183,90.9,360,207,77
YRD00353,DR04279,PR00006,Yard E,12500,11738,762,93.9,262,243,91
YRD00354,DR04368,PR00005,Yard B,12000,9144,2856,76.2,360,278,57
YRD00355,DR04182,PR00001,Yard B,12000,9120,2880,76.0,174,178,80
YRD00356,DR08103,PR00003,Yard D,11000,7392,3608,67.2,237,197,90
YRD00357,DR05934,PR00001,Yard B,12000,8940,3060,74.5,283,329,71
YRD00358,DR09324,PR00002,Yard D,11000,8129,2871,73.9,273,198,98
YRD00359,DR03579,PR00004,Yard C,13000,11219,1781,86.3,195,208,79
YRD00360,DR01963,PR00002,Yard A,14000,13790,210,98.5,231,232,63
YRD00361,DR05115,PR00006,Yard A,14000,13734,266,98.1,229,254,90
YRD00362,DR09529,PR00003,Yard C,13000,10894,2106,83.8,326,258,120
YRD00363,DR06048,PR00004,Yard B,12000,8316,3684,69.3,240,190,42
YRD00364,DR00181,PR00006,Yard D,11000,7766,3234,70.6,236,250,45
YRD00365,DR07524,PR00005,Yard B,12000,8484,3516,70.7,157,144,70
YRD00366,DR09112,PR00006,Yard C,13000,11089,1911,85.3,271,287,75
YRD00367,DR04040,PR00006,Yard A,14000,13790,210,98.5,247,283,83
YRD00368,DR05708,PR00004,Yard C,13000,11544,1456,88.8,219,308,71
YRD00369,DR09015,PR00002,Yard C,13000,11466,1534,88.2,273,275,85
YRD00370,DR02561,PR00002,Yard B,12000,8952,3048,74.6,207,213,54
YRD00371,DR03629,PR00006,Yard B,12000,8976,3024,74.8,269,244,38
YRD00372,DR08101,PR00001,Yard A,14000,13790,210,98.5,298,302,68
YRD00373,DR02789,PR00007,Yard B,12000,8844,3156,73.7,166,134,76
YRD00374,DR08356,PR00002,Yard E,12500,12088,412,96.7,315,322,105
YRD00375,DR01903,PR00005,Yard E,12500,11612,888,92.9,232,260,106
YRD00376,DR05851,PR00002,Yard C,13000,10335,2665,79.5,153,239,79
YRD00377,DR00974,PR00007,Yard C,13000,11583,1417,89.1,227,239,95
YRD00378,DR05058,PR00001,Yard E,12500,11950,550,95.6,291,186,104
YRD00379,DR07140,PR00002,Yard D,11000,8305,2695,75.5,215,281,70
YRD00380,DR07122,PR00006,Yard C,13000,11349,1651,87.3,219,261,96
YRD00381,DR09130,PR00002,Yard D,11000,7502,3498,68.2,299,284,64
YRD00382,DR05575,PR00002,Yard E,12500,11925,575,95.4,276,314,70
YRD00383,DR01558,PR00006,Yard B,12000,9492,2508,79.1,222,263,90
YRD00384,DR07100,PR00006,Yard D,11000,7700,3300,70.0,305,235,42
YRD00385,DR02266,PR00001,Yard E,12500,11075,1425,88.6,241,220,71
YRD00386,DR05671,PR00004,Yard D,11000,8041,2959,73.1,235,215,65
YRD00387,DR04446,PR00002,Yard A,14000,13762,238,98.3,360,279,96
YRD00388,DR09509,PR00002,Yard E,12500,11875,625,95.0,234,249,104
YRD00389,DR03511,PR00004,Yard D,11000,7612,3388,69.2,330,299,67
YRD00390,DR08110,PR00001,Yard C,13000,10595,2405,81.5,257,315,57
YRD00391,DR00100,PR00003,Yard C,13000,11765,1235,90.5,219,179,63
YRD00392,DR06193,PR00002,Yard A,14000,13286,714,94.9,243,192,93
YRD00393,DR00728,PR00006,Yard A,14000,12642,1358,90.3,194,336,94
YRD00394,DR09137,PR00004,Yard B,12000,8904,3096,74.2,269,162,57
YRD00395,DR01819,PR00002,Yard E,12500,11138,1362,89.1,229,246,90
YRD00396,DR02972,PR00007,Yard A,14000,13328,672,95.2,270,263,88
YRD00397,DR09839,PR00006,Yard E,12500,11900,600,95.2,247,258,84
YRD00398,DR07664,PR00002,Yard C,13000,11336,1664,87.2,224,237,89
YRD00399,DR02085,PR00007,Yard E,12500,11612,888,92.9,213,294,86
YRD00400,DR01699,PR00002,Yard E,12500,11650,850,93.2,238,235,82
YRD00401,DR05164,PR00002,Yard A,14000,13790,210,98.5,266,258,99
YRD00402,DR00706,PR00003,Yard B,12000,8592,3408,71.6,167,188,38
YRD00403,DR06689,PR00001,Yard D,11000,7381,3619,67.1,310,240,45
YRD00404,DR00833,PR00005,Yard D,11000,7271,3729,66.1,185,252,47
YRD00405,DR08064,PR00004,Yard B,12000,9492,2508,79.1,218,236,61
YRD00406,DR02539,PR00006,Yard A,14000,13398,602,95.7,226,190,80
YRD00407,DR06628,PR00002,Yard D,11000,8382,2618,76.2,261,164,70
YRD00408,DR06261,PR00001,Yard E,12500,10788,1712,86.3,208,183,90
YRD00409,DR01677,PR00002,Yard C,13000,11882,1118,91.4,249,318,76
YRD00410,DR02023,PR00001,Yard E,12500,11625,875,93.0,350,192,100
YRD00411,DR05401,PR00007,Yard A,14000,13790,210,98.5,257,275,103
YRD00412,DR01917,PR00005,Yard C,13000,10374,2626,79.8,235,216,83
YRD00413,DR03175,PR00006,Yard B,12000,9384,2616,78.2,330,287,23
YRD00414,DR08318,PR00005,Yard E,12500,11525,975,92.2,166,162,106
YRD00415,DR04697,PR00002,Yard B,12000,8172,3828,68.1,214,216,69
YRD00416,DR09110,PR00001,Yard E,12500,11862,638,94.9,251,290,106
YRD00417,DR03635,PR00003,Yard A,14000,13790,210,98.5,296,347,93
YRD00418,DR06635,PR00006,Yard D,11000,7590,3410,69.0,292,342,83
YRD00419,DR03806,PR00002,Yard C,13000,11492,1508,88.4,264,231,103
YRD00420,DR03903,PR00001,Yard C,13000,10478,2522,80.6,238,210,42
YRD00421,DR06480,PR00004,Yard E,12500,12312,188,98.5,189,222,74
YRD00422,DR05997,PR00002,Yard C,13000,10595,2405,81.5,254,214,68
YRD00423,DR07010,PR00004,Yard C,13000,11583,1417,89.1,230,244,97
YRD00424,DR02994,PR00001,Yard A,14000,13790,210,98.5,250,225,78
YRD00425,DR09761,PR00003,Yard B,12000,8136,3864,67.8,210,283,61
YRD00426,DR06002,PR00003,Yard D,11000,7766,3234,70.6,335,180,78
YRD00427,DR05824,PR00006,Yard C,13000,11219,1781,86.3,263,253,88
YRD00428,DR04898,PR00005,Yard C,13000,11791,1209,90.7,186,208,105
YRD00429,DR08708,PR00001,Yard E,12500,12112,388,96.9,324,254,107
YRD00430,DR07371,PR00006,Yard D,11000,7678,3322,69.8,225,226,69
YRD00431,DR05322,PR00006,Yard E,12500,11688,812,93.5,303,244,81
YRD00432,DR07208,PR00004,Yard B,12000,8508,3492,70.9,325,245,44
YRD00433,DR07599,PR00007,Yard B,12000,9156,2844,76.3,345,217,68
YRD00434,DR07986,PR00006,Yard A,14000,13146,854,93.9,213,174,94
YRD00435,DR09938,PR00002,Yard B,12000,9564,2436,79.7,300,240,67
YRD00436,DR03986,PR00003,Yard B,12000,9768,2232,81.4,252,251,62
YRD00437,DR07885,PR00002,Yard C,13000,11050,1950,85.0,106,178,51
YRD00438,DR06711,PR00003,Yard D,11000,7502,3498,68.2,318,275,22
YRD00439,DR08060,PR00007,Yard A,14000,13790,210,98.5,254,242,97
YRD00440,DR05269,PR00004,Yard D,11000,6897,4103,62.7,240,255,55
YRD00441,DR08687,PR00002,Yard D,11000,7755,3245,70.5,235,324,25
YRD00442,DR08457,PR00007,Yard E,12500,11338,1162,90.7,216,301,93
YRD00443,DR03234,PR00005,Yard C,13000,11973,1027,92.1,210,310,65
YRD00444,DR08584,PR00002,Yard C,13000,11830,1170,91.0,313,210,87
YRD00445,DR08238,PR00007,Yard D,11000,8052,2948,73.2,309,263,48
YRD00446,DR03462,PR00002,Yard D,11000,7348,3652,66.8,144,196,51
YRD00447,DR02768,PR00003,Yard E,12500,11350,1150,90.8,266,196,88
YRD00448,DR05883,PR00003,Yard C,13000,10842,2158,83.4,245,240,58
YRD00449,DR00457,PR00007,Yard C,13000,11674,1326,89.8,207,174,62
YRD00450,DR04927,PR00002,Yard D,11000,7568,3432,68.8,264,269,35
YRD00451,DR08144,PR00002,Yard E,12500,11475,1025,91.8,163,211,143
YRD00452,DR00536,PR00004,Yard E,12500,10725,1775,85.8,226,212,97
YRD00453,DR04371,PR00006,Yard A,14000,13762,238,98.3,309,328,81
YRD00454,DR00416,PR00001,Yard D,11000,7469,3531,67.9,264,213,60
YRD00455,DR04147,PR00002,Yard A,14000,13790,210,98.5,338,234,69
YRD00456,DR06075,PR00007,Yard A,14000,13790,210,98.5,306,188,123
YRD00457,DR05060,PR00005,Yard D,11000,6644,4356,60.4,192,201,16
YRD00458,DR04063,PR00002,Yard D,11000,7370,3630,67.0,195,285,55
YRD00459,DR04989,PR00002,Yard C,13000,10569,2431,81.3,210,181,53
YRD00460,DR04827,PR00003,Yard E,12500,12312,188,98.5,290,327,87
YRD00461,DR03447,PR00005,Yard E,12500,11312,1188,90.5,214,172,81
YRD00462,DR02633,PR00004,Yard E,12500,10750,1750,86.0,264,251,100
YRD00463,DR01930,PR00005,Yard D,11000,7766,3234,70.6,234,230,56
YRD00464,DR09906,PR00001,Yard D,11000,7535,3465,68.5,241,295,69
YRD00465,DR04243,PR00006,Yard D,11000,7755,3245,70.5,233,265,40
YRD00466,DR02494,PR00001,Yard C,13000,12051,949,92.7,173,281,68
YRD00467,DR01383,PR00006,Yard A,14000,13048,952,93.2,186,178,87
YRD00468,DR08123,PR00001,Yard B,12000,9012,2988,75.1,203,106,73
YRD00469,DR00623,PR00001,Yard A,14000,12852,1148,91.8,300,325,83
YRD00470,DR07750,PR00001,Yard C,13000,10712,2288,82.4,284,248,89
YRD00471,DR08596,PR00002,Yard D,11000,8063,2937,73.3,229,212,68
YRD00472,DR06586,PR00003,Yard D,11000,7425,3575,67.5,360,172,44
YRD00473,DR05289,PR00004,Yard D,11000,7139,3861,64.9,187,203,48
YRD00474,DR01077,PR00006,Yard E,12500,11450,1050,91.6,297,259,99
YRD00475,DR02091,PR00003,Yard B,12000,8604,3396,71.7,222,226,68
YRD00476,DR01213,PR00003,Yard D,11000,8129,2871,73.9,320,268,22
YRD00477,DR05356,PR00002,Yard D,11000,7678,3322,69.8,250,231,80
YRD00478,DR05557,PR00006,Yard E,12500,11425,1075,91.4,260,217,63
YRD00479,DR08522,PR00001,Yard E,12500,11738,762,93.9,226,158,93
YRD00480,DR04236,PR00002,Yard C,13000,10205,2795,78.5,182,242,53
YRD00481,DR09779,PR00001,Yard E,12500,11512,988,92.1,240,220,87
YRD00482,DR03279,PR00002,Yard C,13000,10959,2041,84.3,328,207,92
YRD00483,DR02087,PR00004,Yard E,12500,11012,1488,88.1,193,265,64
YRD00484,DR09563,PR00001,Yard E,12500,11388,1112,91.1,158,164,73
YRD00485,DR04343,PR00001,Yard C,13000,11622,1378,89.4,292,335,84
YRD00486,DR07056,PR00006,Yard E,12500,11850,650,94.8,180,218,52
YRD00487,DR08593,PR00001,Yard B,12000,9672,2328,80.6,191,210,59
YRD00488,DR03956,PR00004,Yard E,12500,11750,750,94.0,241,188,82
YRD00489,DR06067,PR00002,Yard C,13000,10530,2470,81.0,179,127,37
YRD00490,DR04763,PR00006,Yard C,13000,11245,1755,86.5,248,218,97
YRD00491,DR07903,PR00005,Yard D,11000,7480,3520,68.0,238,219,27
YRD00492,DR01108,PR00001,Yard A,14000,13244,756,94.6,288,256,96
YRD00493,DR02275,PR00006,Yard E,12500,11412,1088,91.3,234,224,64
YRD00494,DR08833,PR00003,Yard D,11000,6963,4037,63.3,189,342,59
YRD00495,DR03511,PR00002,Yard A,14000,13790,210,98.5,263,221,138
YRD00496,DR03885,PR00005,Yard A,14000,13146,854,93.9,171,98,75
YRD00497,DR09644,PR00005,Yard D,11000,7656,3344,69.6,227,253,39
YRD00498,DR00225,PR00002,Yard B,12000,8304,3696,69.2,319,350,50
YRD00499,DR09030,PR00002,Yard B,12000,9408,2592,78.4,277,173,83
YRD00500,DR08967,PR00001,Yard E,12500,11350,1150,90.8,300,225,117
YRD00501,DR08283,PR00004,Yard C,13000,11648,1352,89.6,256,233,76
YRD00502,DR03686,PR00007,Yard C,13000,11531,1469,88.7,228,296,83
YRD00503,DR09307,PR00003,Yard B,12000,9372,2628,78.1,237,294,56
YRD00504,DR04818,PR00007,Yard E,12500,11600,900,92.8,304,193,82
YRD00505,DR02972,PR00001,Yard D,11000,7458,3542,67.8,207,210,71
YRD00506,DR07047,PR00006,Yard D,11000,7557,3443,68.7,251,242,37
YRD00507,DR01616,PR00007,Yard A,14000,12936,1064,92.4,194,120,96
YRD00508,DR07145,PR00005,Yard A,14000,13076,924,93.4,225,254,75
YRD00509,DR07030,PR00001,Yard D,11000,7172,3828,65.2,206,214,15
YRD00510,DR06396,PR00002,Yard E,12500,11662,838,93.3,244,293,40
YRD00511,DR04447,PR00001,Yard A,14000,13314,686,95.1,119,238,120
YRD00512,DR08612,PR00004,Yard A,14000,13790,210,98.5,311,266,110
YRD00513,DR07210,PR00007,Yard B,12000,9768,2232,81.4,243,346,61
YRD00514,DR07063,PR00003,Yard E,12500,11200,1300,89.6,240,216,65
YRD00515,DR08561,PR00001,Yard D,11000,7150,3850,65.0,171,219,50
YRD00516,DR06597,PR00002,Yard B,12000,9168,2832,76.4,153,235,83
YRD00517,DR03252,PR00004,Yard B,12000,9444,2556,78.7,188,321,56
YRD00518,DR02646,PR00004,Yard B,12000,9204,2796,76.7,217,308,57
YRD00519,DR07755,PR00002,Yard E,12500,12312,188,98.5,260,290,111
YRD00520,DR06267,PR00005,Yard E,12500,11600,900,92.8,198,226,99
YRD00521,DR09281,PR00001,Yard C,13000,12090,910,93.0,345,256,92
YRD00522,DR00335,PR00004,Yard D,11000,8151,2849,74.1,253,235,79
YRD00523,DR04903,PR00003,Yard A,14000,13734,266,98.1,174,164,99
YRD00524,DR09709,PR00001,Yard E,12500,10862,1638,86.9,243,278,60
YRD00525,DR01347,PR00004,Yard A,14000,13790,210,98.5,335,219,129
YRD00526,DR02732,PR00005,Yard D,11000,8305,2695,75.5,360,190,51
YRD00527,DR03253,PR00003,Yard E,12500,11725,775,93.8,252,155,56
YRD00528,DR01707,PR00006,Yard B,12000,9648,2352,80.4,229,184,73
YRD00529,DR00552,PR00003,Yard D,11000,6842,4158,62.2,197,122,35
YRD00530,DR00931,PR00002,Yard B,12000,8400,3600,70.0,198,221,77
YRD00531,DR00142,PR00007,Yard B,12000,9648,2352,80.4,253,338,48
YRD00532,DR04421,PR00007,Yard B,12000,9108,2892,75.9,254,264,49
YRD00533,DR04213,PR00001,Yard D,11000,7095,3905,64.5,203,174,6
YRD00534,DR08514,PR00007,Yard E,12500,10562,1938,84.5,210,219,79
YRD00535,DR07218,PR00005,Yard A,14000,13790,210,98.5,219,153,148
YRD00536,DR02826,PR00001,Yard C,13000,11050,1950,85.0,202,240,55
YRD00537,DR05988,PR00003,Yard D,11000,7634,3366,69.4,221,192,59
YRD00538,DR01950,PR00001,Yard A,14000,12880,1120,92.0,202,111,83
YRD00539,DR08789,PR00004,Yard A,14000,13790,210,98.5,246,173,84
YRD00540,DR00660,PR00007,Yard D,11000,7315,3685,66.5,190,261,57
YRD00541,DR05466,PR00003,Yard E,12500,11725,775,93.8,272,281,118
YRD00542,DR04811,PR00003,Yard B,12000,9612,2388,80.1,230,243,95
YRD00543,DR09949,PR00002,Yard D,11000,7106,3894,64.6,192,226,50
YRD00544,DR01816,PR00004,Yard B,12000,8424,3576,70.2,187,171,69
YRD00545,DR05013,PR00006,Yard E,12500,11112,1388,88.9,102,242,69
YRD00546,DR08941,PR00002,Yard E,12500,11262,1238,90.1,272,177,62
YRD00547,DR01292,PR00004,Yard C,13000,11505,1495,88.5,237,179,73
YRD00548,DR00365,PR00002,Yard C,13000,11102,1898,85.4,257,270,116
YRD00549,DR00615,PR00005,Yard E,12500,10900,1600,87.2,255,188,87
YRD00550,DR05967,PR00005,Yard D,11000,7249,3751,65.9,222,295,29
YRD00551,DR09308,PR00005,Yard B,12000,8844,3156,73.7,133,162,66
YRD00552,DR06313,PR00003,Yard E,12500,11075,1425,88.6,219,184,74
YRD00553,DR05155,PR00004,Yard B,12000,9036,2964,75.3,244,275,50
YRD00554,DR01062,PR00004,Yard D,11000,7612,3388,69.2,320,273,81
YRD00555,DR06961,PR00005,Yard E,12500,11475,1025,91.8,201,224,67
YRD00556,DR03770,PR00004,Yard C,13000,11011,1989,84.7,216,259,40
YRD00557,DR01692,PR00006,Yard B,12000,8544,3456,71.2,270,171,67
YRD00558,DR04355,PR00002,Yard D,11000,7403,3597,67.3,336,238,31
YRD00559,DR04769,PR00001,Yard E,12500,11288,1212,90.3,258,223,87
YRD00560,DR09695,PR00007,Yard A,14000,13454,546,96.1,290,293,51
YRD00561,DR04782,PR00001,Yard E,12500,11175,1325,89.4,240,147,103
YRD00562,DR07877,PR00007,Yard C,13000,11349,1651,87.3,196,218,80
YRD00563,DR06499,PR00004,Yard E,12500,12312,188,98.5,203,180,91
YRD00564,DR02790,PR00007,Yard E,12500,11788,712,94.3,325,176,79
YRD00565,DR00131,PR00004,Yard E,12500,10962,1538,87.7,251,173,114
YRD00566,DR06162,PR00006,Yard E,12500,10862,1638,86.9,196,247,97
YRD00567,DR05370,PR00005,Yard C,13000,11843,1157,91.1,320,350,91
YRD00568,DR03025,PR00003,Yard B,12000,8820,3180,73.5,336,223,67
YRD00569,DR09681,PR00003,Yard E,12500,11788,712,94.3,292,203,110
YRD00570,DR00823,PR00001,Yard A,14000,13034,966,93.1,210,259,106
YRD00571,DR04053,PR00002,Yard C,13000,11427,1573,87.9,220,193,64
YRD00572,DR04639,PR00007,Yard E,12500,11362,1138,90.9,360,241,41
YRD00573,DR07866,PR00002,Yard E,12500,11525,975,92.2,261,201,89
YRD00574,DR01713,PR00005,Yard E,12500,11662,838,93.3,157,235,84
YRD00575,DR03341,PR00003,Yard E,12500,10525,1975,84.2,253,283,85
YRD00576,DR04319,PR00002,Yard A,14000,13790,210,98.5,166,247,121
YRD00577,DR03727,PR00007,Yard E,12500,11862,638,94.9,264,216,83
YRD00578,DR08645,PR00001,Yard E,12500,11238,1262,89.9,221,259,45
YRD00579,DR06468,PR00004,Yard B,12000,8868,3132,73.9,295,188,63
YRD00580,DR09628,PR00003,Yard D,11000,7832,3168,71.2,360,285,59
YRD00581,DR04504,PR00001,Yard A,14000,13482,518,96.3,180,189,92
YRD00582,DR01954,PR00002,Yard D,11000,7205,3795,65.5,268,247,64
YRD00583,DR06283,PR00005,Yard E,12500,10938,1562,87.5,205,167,48
YRD00584,DR02965,PR00001,Yard E,12500,11588,912,92.7,217,306,62
YRD00585,DR01234,PR00006,Yard C,13000,11531,1469,88.7,272,218,75
YRD00586,DR07005,PR00004,Yard C,13000,11271,1729,86.7,248,123,93
YRD00587,DR06140,PR00001,Yard C,13000,11713,1287,90.1,300,332,40
YRD00588,DR09800,PR00002,Yard A,14000,12544,1456,89.6,228,243,66
YRD00589,DR03743,PR00001,Yard C,13000,12142,858,93.4,276,330,86
YRD00590,DR03931,PR00006,Yard D,11000,7238,3762,65.8,195,209,38
YRD00591,DR06517,PR00003,Yard C,13000,11674,1326,89.8,246,236,125
YRD00592,DR02226,PR00001,Yard B,12000,8544,3456,71.2,142,212,71
YRD00593,DR07604,PR00004,Yard C,13000,11063,1937,85.1,217,277,91
YRD00594,DR03953,PR00003,Yard A,14000,13790,210,98.5,219,228,113
YRD00595,DR05738,PR00004,Yard A,14000,13020,980,93.0,241,203,94
YRD00596,DR07108,PR00001,Yard E,12500,11800,700,94.4,165,185,60
YRD00597,DR09214,PR00001,Yard E,12500,11288,1212,90.3,264,344,66
YRD00598,DR07560,PR00002,Yard C,13000,11817,1183,90.9,310,258,117
YRD00599,DR02742,PR00005,Yard C,13000,11258,1742,86.6,225,273,62
YRD00600,DR04669,PR00004,Yard B,12000,9696,2304,80.8,231,299,70
YRD00601,DR07409,PR00002,Yard A,14000,13482,518,96.3,229,245,83
YRD00602,DR09080,PR00002,Yard D,11000,7810,3190,71.0,192,223,28
YRD00603,DR08650,PR00005,Yard E,12500,11562,938,92.5,262,173,114
YRD00604,DR06931,PR00001,Yard E,12500,11462,1038,91.7,299,241,74
YRD00605,DR08282,PR00004,Yard E,12500,11188,1312,89.5,260,184,81
YRD00606,DR05017,PR00003,Yard B,12000,8640,3360,72.0,245,267,51
YRD00607,DR00217,PR00002,Yard C,13000,11804,1196,90.8,344,264,62
YRD00608,DR06845,PR00003,Yard C,13000,10933,2067,84.1,178,253,84
YRD00609,DR01457,PR00002,Yard B,12000,8580,3420,71.5,277,237,61
YRD00610,DR05506,PR00004,Yard E,12500,12112,388,96.9,262,200,98
YRD00611,DR05684,PR00001,Yard E,12500,12288,212,98.3,263,263,126
YRD00612,DR01963,PR00003,Yard B,12000,8976,3024,74.8,249,288,68
YRD00613,DR06719,PR00003,Yard D,11000,6864,4136,62.4,167,270,48
YRD00614,DR05967,PR00001,Yard E,12500,11125,1375,89.0,262,277,82
YRD00615,DR06465,PR00004,Yard B,12000,8220,3780,68.5,236,133,36
YRD00616,DR03982,PR00005,Yard D,11000,7414,3586,67.4,266,249,45
YRD00617,DR01609,PR00007,Yard D,11000,7975,3025,72.5,289,238,72
YRD00618,DR03666,PR00002,Yard C,13000,9867,3133,75.9,335,236,40
YRD00619,DR09424,PR00002,Yard C,13000,11258,1742,86.6,263,204,88
YRD00620,DR00982,PR00002,Yard D,11000,7392,3608,67.2,257,243,49
YRD00621,DR08024,PR00006,Yard D,11000,7920,3080,72.0,322,223,68
YRD00622,DR03480,PR00003,Yard D,11000,8217,2783,74.7,360,190,61
YRD00623,DR09630,PR00002,Yard B,12000,8388,3612,69.9,216,248,63
YRD00624,DR09695,PR00005,Yard C,13000,11635,1365,89.5,196,219,80
YRD00625,DR03767,PR00001,Yard C,13000,11232,1768,86.4,233,251,73
YRD00626,DR01963,PR00004,Yard D,11000,7161,3839,65.1,224,236,70
YRD00627,DR02001,PR00003,Yard B,12000,8904,3096,74.2,263,232,33
YRD00628,DR01898,PR00004,Yard C,13000,10842,2158,83.4,262,298,90
YRD00629,DR06599,PR00005,Yard C,13000,9841,3159,75.7,112,167,101
YRD00630,DR00004,PR00002,Yard A,14000,13790,210,98.5,210,245,76
YRD00631,DR08705,PR00004,Yard C,13000,11362,1638,87.4,234,260,85
YRD00632,DR02405,PR00003,Yard C,13000,10478,2522,80.6,211,201,55
YRD00633,DR05402,PR00001,Yard A,14000,13286,714,94.9,182,329,59
YRD00634,DR08297,PR00006,Yard B,12000,8232,3768,68.6,171,175,74
YRD00635,DR09952,PR00005,Yard C,13000,11817,1183,90.9,121,220,91
YRD00636,DR01667,PR00007,Yard D,11000,7568,3432,68.8,360,239,59
YRD00637,DR07503,PR00005,Yard A,14000,13790,210,98.5,243,233,98
YRD00638,DR09767,PR00002,Yard D,11000,7568,3432,68.8,130,158,43
YRD00639,DR00061,PR00003,Yard A,14000,13790,210,98.5,321,302,70
YRD00640,DR01578,PR00003,Yard E,12500,11900,600,95.2,182,244,92
YRD00641,DR03681,PR00001,Yard A,14000,13790,210,98.5,250,265,94
YRD00642,DR07916,PR00003,Yard B,12000,8964,3036,74.7,318,254,57
YRD00643,DR00889,PR00002,Yard E,12500,12250,250,98.0,204,288,83
YRD00644,DR04406,PR00001,Yard B,12000,8904,3096,74.2,262,174,71
YRD00645,DR04423,PR00006,Yard B,12000,9972,2028,83.1,339,270,64
YRD00646,DR04811,PR00001,Yard C,13000,10881,2119,83.7,225,172,45
YRD00647,DR04269,PR00003,Yard D,11000,7381,3619,67.1,131,212,27
YRD00648,DR02026,PR00006,Yard C,13000,10985,2015,84.5,280,267,112
YRD00649,DR08630,PR00004,Yard B,12000,8460,3540,70.5,221,220,56
YRD00650,DR09185,PR00001,Yard E,12500,10950,1550,87.6,272,281,100
YRD00651,DR05863,PR00004,Yard B,12000,8400,3600,70.0,224,335,56
YRD00652,DR06243,PR00005,Yard C,13000,10855,2145,83.5,205,149,71
YRD00653,DR09929,PR00006,Yard E,12500,11325,1175,90.6,286,250,63
YRD00654,DR01906,PR00002,Yard D,11000,7447,3553,67.7,233,148,63
YRD00655,DR08601,PR00001,Yard A,14000,13412,588,95.8,175,288,74
YRD00656,DR03850,PR00004,Yard D,11000,8019,2981,72.9,249,273,87
YRD00657,DR02871,PR00002,Yard D,11000,7645,3355,69.5,202,207,35
YRD00658,DR00306,PR00006,Yard A,14000,13734,266,98.1,264,314,73
YRD00659,DR05793,PR00005,Yard A,14000,13720,280,98.0,172,226,83
YRD00660,DR09607,PR00005,Yard C,13000,10426,2574,80.2,285,172,49
YRD00661,DR09848,PR00007,Yard C,13000,11830,1170,91.0,201,263,70
YRD00662,DR05746,PR00004,Yard A,14000,13412,588,95.8,204,187,95
YRD00663,DR03231,PR00007,Yard A,14000,13230,770,94.5,172,246,80
YRD00664,DR01011,PR00004,Yard D,11000,7359,3641,66.9,147,196,35
YRD00665,DR04627,PR00001,Yard D,11000,7645,3355,69.5,276,229,68
YRD00666,DR05348,PR00006,Yard D,11000,8514,2486,77.4,228,350,51
YRD00667,DR04757,PR00005,Yard B,12000,8880,3120,74.0,244,211,56
YRD00668,DR02823,PR00007,Yard A,14000,13790,210,98.5,347,282,102
YRD00669,DR00947,PR00002,Yard C,13000,11063,1937,85.1,242,127,98
YRD00670,DR00405,PR00002,Yard E,12500,10912,1588,87.3,348,219,56
YRD00671,DR09084,PR00006,Yard C,13000,10998,2002,84.6,188,192,57
YRD00672,DR08751,PR00001,Yard E,12500,12312,188,98.5,268,250,107
YRD00673,DR00439,PR00004,Yard B,12000,8640,3360,72.0,360,227,57
YRD00674,DR01472,PR00003,Yard C,13000,11453,1547,88.1,280,222,84
YRD00675,DR06668,PR00001,Yard A,14000,12810,1190,91.5,117,235,87
YRD00676,DR06859,PR00001,Yard B,12000,8460,3540,70.5,244,227,44
YRD00677,DR07429,PR00006,Yard E,12500,11650,850,93.2,202,224,60
YRD00678,DR03966,PR00001,Yard A,14000,13734,266,98.1,148,227,91
YRD00679,DR08458,PR00005,Yard D,11000,7513,3487,68.3,309,287,26
YRD00680,DR00291,PR00005,Yard C,13000,11661,1339,89.7,229,172,66
YRD00681,DR05709,PR00004,Yard E,12500,11188,1312,89.5,244,239,119
YRD00682,DR03345,PR00003,Yard D,11000,7920,3080,72.0,256,257,45
YRD00683,DR04785,PR00001,Yard E,12500,11762,738,94.1,195,314,83
YRD00684,DR03003,PR00006,Yard B,12000,8340,3660,69.5,206,233,73
YRD00685,DR09591,PR00001,Yard C,13000,11466,1534,88.2,232,167,83
YRD00686,DR04456,PR00002,Yard E,12500,10950,1550,87.6,238,254,51
YRD00687,DR09311,PR00007,Yard B,12000,8436,3564,70.3,214,161,45
YRD00688,DR05831,PR00002,Yard A,14000,13790,210,98.5,249,254,132
YRD00689,DR08030,PR00002,Yard D,11000,7491,3509,68.1,328,276,69
YRD00690,DR02930,PR00007,Yard A,14000,13678,322,97.7,221,282,112
YRD00691,DR06883,PR00001,Yard D,11000,7403,3597,67.3,291,221,25
YRD00692,DR01477,PR00001,Yard B,12000,8724,3276,72.7,241,219,67
YRD00693,DR03896,PR00003,Yard A,14000,13468,532,96.2,270,263,75
YRD00694,DR00220,PR00006,Yard A,14000,13734,266,98.1,239,283,63
YRD00695,DR03506,PR00006,Yard D,11000,6886,4114,62.6,294,249,48
YRD00696,DR09903,PR00005,Yard C,13000,11492,1508,88.4,186,229,85
