Container_ID,Container_Type,Size,Cargo_Category,Import_Export,Cargo_Weight_Tons,Hazardous
CONT00482,Reefer,45FT,Textiles,Export,9.44,No
CONT00483,Open Top,40FT,Electronics,Import,18.71,No
CONT00484,Tank,20FT,Textiles,Export,11.93,No
CONT00485,Dry,45FT,Electronics,Import,4.9,Yes
CONT00486,Reefer,40FT,Textiles,Export,14.46,No
CONT00487,Open Top,20FT,Electronics,Import,15.85,No
CONT00488,Tank,45FT,Textiles,Export,9.64,No
CONT00489,Dry,40FT,Electronics,Import,18.31,No
CONT00490,Reefer,20FT,Textiles,Export,18.14,Yes
CONT00491,Open Top,45FT,Electronics,Import,21.55,No
CONT00492,Tank,40FT,Textiles,Export,20.2,No
CONT00493,Dry,20FT,Electronics,Import,20.31,No
CONT00494,Reefer,45FT,Textiles,Export,11.91,No
CONT00495,Open Top,40FT,Electronics,Import,23.69,Yes
CONT00496,Tank,20FT,Textiles,Export,17.73,No
CONT00497,Dry,45FT,Electronics,Import,14.79,No
CONT00498,Reefer,40FT,Textiles,Export,19.65,No
CONT00499,Open Top,20FT,Electronics,Import,13.02,No
CONT00500,Tank,45FT,Textiles,Export,16.82,Yes
CONT00501,Dry,40FT,Electronics,Import,22.42,No
CONT00502,Reefer,20FT,Textiles,Export,26.16,No
CONT00503,Open Top,45FT,Electronics,Import,27.03,No
CONT00504,Tank,40FT,Textiles,Export,16.59,No
CONT00505,Dry,20FT,Electronics,Import,17.01,Yes
CONT00506,Reefer,45FT,Textiles,Export,24.0,No
CONT00507,Open Top,40FT,Electronics,Import,11.86,No
CONT00508,Tank,20FT,Textiles,Export,24.93,No
CONT00509,Dry,45FT,Electronics,Import,16.35,No
CONT00510,Reefer,40FT,Textiles,Export,6.9,Yes
CONT00511,Open Top,20FT,Electronics,Import,5.8,No
CONT00512,Tank,45FT,Textiles,Export,25.05,No
CONT00513,Dry,40FT,Electronics,Import,5.39,No
CONT00514,Reefer,20FT,Textiles,Export,11.02,No
CONT00515,Open Top,45FT,Electronics,Import,12.35,Yes
CONT00516,Tank,40FT,Textiles,Export,8.32,No
CONT00517,Dry,20FT,Electronics,Import,11.85,No
CONT00518,Reefer,45FT,Textiles,Export,22.57,No
CONT00519,Open Top,40FT,Electronics,Import,4.37,No
CONT00520,Tank,20FT,Textiles,Export,24.68,Yes
CONT00521,Dry,45FT,Electronics,Import,25.41,No
CONT00522,Reefer,40FT,Textiles,Export,13.31,No
CONT00523,Open Top,20FT,Electronics,Import,7.84,No
CONT00524,Tank,45FT,Textiles,Export,19.02,No
CONT00525,Dry,40FT,Electronics,Import,6.99,Yes
CONT00526,Reefer,20FT,Textiles,Export,13.12,No
CONT00527,Open Top,45FT,Electronics,Import,27.96,No
CONT00528,Tank,40FT,Textiles,Export,28.89,No
CONT00529,Dry,20FT,Electronics,Import,23.3,No
CONT00530,Reefer,45FT,Textiles,Export,11.77,Yes
CONT00531,Open Top,40FT,Electronics,Import,21.19,No
CONT00532,Tank,20FT,Textiles,Export,21.64,No
CONT00533,Dry,45FT,Electronics,Import,13.7,No
CONT00534,Reefer,40FT,Textiles,Export,20.02,No
CONT00535,Open Top,20FT,Electronics,Import,4.27,Yes
CONT00536,Tank,45FT,Textiles,Export,9.23,No
CONT00537,Dry,40FT,Electronics,Import,17.13,No
CONT00538,Reefer,20FT,Textiles,Export,8.09,No
CONT00539,Open Top,45FT,Electronics,Import,8.15,No
CONT00540,Tank,40FT,Textiles,Export,24.91,Yes
CONT00541,Dry,20FT,Electronics,Import,28.73,No
CONT00542,Reefer,45FT,Textiles,Export,17.9,No
CONT00543,Open Top,40FT,Electronics,Import,24.98,No
CONT00544,Tank,20FT,Textiles,Export,28.76,No
CONT00545,Dry,45FT,Electronics,Import,7.54,Yes
CONT00546,Reefer,40FT,Textiles,Export,15.21,No
CONT00547,Open Top,20FT,Electronics,Import,13.81,No
CONT00548,Tank,45FT,Textiles,Export,6.0,No
CONT00549,Dry,40FT,Electronics,Import,22.88,No
CONT00550,Reefer,20FT,Textiles,Export,14.84,Yes
CONT00551,Open Top,45FT,Electronics,Import,15.73,No
CONT00552,Tank,40FT,Textiles,Export,7.77,No
CONT00553,Dry,20FT,Electronics,Import,8.52,No
CONT00554,Reefer,45FT,Textiles,Export,26.68,No
CONT00555,Open Top,40FT,Electronics,Import,5.12,Yes
CONT00556,Tank,20FT,Textiles,Export,9.82,No
CONT00557,Dry,45FT,Electronics,Import,11.3,No
CONT00558,Reefer,40FT,Textiles,Export,16.25,No
CONT00559,Open Top,20FT,Electronics,Import,18.66,No
CONT00560,Tank,45FT,Textiles,Export,16.33,Yes
CONT00561,Dry,40FT,Electronics,Import,6.1,No
CONT00562,Reefer,20FT,Textiles,Export,10.09,No
CONT00563,Open Top,45FT,Electronics,Import,25.09,No
CONT00564,Tank,40FT,Textiles,Export,19.94,No
CONT00565,Dry,20FT,Electronics,Import,20.23,Yes
CONT00566,Reefer,45FT,Textiles,Export,20.76,No
CONT00567,Open Top,40FT,Electronics,Import,23.07,No
CONT00568,Tank,20FT,Textiles,Export,5.45,No
CONT00569,Dry,45FT,Electronics,Import,13.17,No
CONT00570,Reefer,40FT,Textiles,Export,17.49,Yes
CONT00571,Open Top,20FT,Electronics,Import,12.46,No
CONT00572,Tank,45FT,Textiles,Export,25.11,No
CONT00573,Dry,40FT,Electronics,Import,16.06,No
CONT00574,Reefer,20FT,Textiles,Export,23.22,No
CONT00575,Open Top,45FT,Electronics,Import,25.3,Yes
CONT00576,Tank,40FT,Textiles,Export,16.62,No
CONT00577,Dry,20FT,Electronics,Import,26.74,No
CONT00578,Reefer,45FT,Textiles,Export,18.68,No
CONT00579,Open Top,40FT,Electronics,Import,25.26,No
CONT00580,Tank,20FT,Textiles,Export,12.51,Yes
CONT00581,Dry,45FT,Electronics,Import,16.47,No
CONT00582,Reefer,40FT,Textiles,Export,17.29,No
CONT00583,Open Top,20FT,Electronics,Import,6.62,No
CONT00584,Tank,45FT,Textiles,Export,13.96,No
CONT00585,Dry,40FT,Electronics,Import,26.93,Yes
CONT00586,Reefer,20FT,Textiles,Export,19.77,No
CONT00587,Open Top,45FT,Electronics,Import,8.44,No
CONT00588,Tank,40FT,Textiles,Export,12.47,No
CONT00589,Dry,20FT,Electronics,Import,8.79,No
CONT00590,Reefer,45FT,Textiles,Export,4.62,Yes
CONT00591,Open Top,40FT,Electronics,Import,27.19,No
CONT00592,Tank,20FT,Textiles,Export,15.21,No
CONT00593,Dry,45FT,Electronics,Import,11.69,No
CONT00594,Reefer,40FT,Textiles,Export,18.96,No
CONT00595,Open Top,20FT,Electronics,Import,4.18,Yes
CONT00596,Tank,45FT,Textiles,Export,10.95,No
CONT00597,Dry,40FT,Electronics,Import,21.58,No
CONT00598,Reefer,20FT,Textiles,Export,19.84,No
CONT00599,Open Top,45FT,Electronics,Import,28.55,No
CONT00600,Tank,40FT,Textiles,Export,19.51,Yes
CONT00601,Dry,20FT,Electronics,Import,15.94,No
CONT00602,Reefer,45FT,Textiles,Export,23.04,No
CONT00603,Open Top,40FT,Electronics,Import,26.58,No
CONT00604,Tank,20FT,Textiles,Export,22.02,No
CONT00605,Dry,45FT,Electronics,Import,28.08,Yes
CONT00606,Reefer,40FT,Textiles,Export,23.55,No
CONT00607,Open Top,20FT,Electronics,Import,25.67,No
CONT00608,Tank,45FT,Textiles,Export,6.85,No
CONT00609,Dry,40FT,Electronics,Import,22.31,No
CONT00610,Reefer,20FT,Textiles,Export,15.0,Yes
CONT00611,Open Top,45FT,Electronics,Import,17.83,No
CONT00612,Tank,40FT,Textiles,Export,20.35,No
CONT00613,Dry,20FT,Electronics,Import,28.25,No
CONT00614,Reefer,45FT,Textiles,Export,28.61,No
CONT00615,Open Top,40FT,Electronics,Import,11.21,Yes
CONT00616,Tank,20FT,Textiles,Export,22.34,No
CONT00617,Dry,45FT,Electronics,Import,22.75,No
CONT00618,Reefer,40FT,Textiles,Export,12.66,No
CONT00619,Open Top,20FT,Electronics,Import,7.1,No
CONT00620,Tank,45FT,Textiles,Export,5.02,Yes
CONT00621,Dry,40FT,Electronics,Import,23.43,No
CONT00622,Reefer,20FT,Textiles,Export,16.24,No
CONT00623,Open Top,45FT,Electronics,Import,28.64,No
CONT00624,Tank,40FT,Textiles,Export,15.62,No
CONT00625,Dry,20FT,Electronics,Import,28.45,Yes
CONT00626,Reefer,45FT,Textiles,Export,14.29,No
CONT00627,Open Top,40FT,Electronics,Import,23.84,No
CONT00628,Tank,20FT,Textiles,Export,6.12,No
CONT00629,Dry,45FT,Electronics,Import,17.89,No
CONT00630,Reefer,40FT,Textiles,Export,24.05,Yes
CONT00631,Open Top,20FT,Electronics,Import,27.12,No
CONT00632,Tank,45FT,Textiles,Export,24.56,No
CONT00633,Dry,40FT,Electronics,Import,4.92,No
CONT00634,Reefer,20FT,Textiles,Export,13.32,No
CONT00635,Open Top,45FT,Electronics,Import,5.22,Yes
CONT00636,Tank,40FT,Textiles,Export,6.73,No
CONT00637,Dry,20FT,Electronics,Import,20.88,No
CONT00638,Reefer,45FT,Textiles,Export,21.83,No
CONT00639,Open Top,40FT,Electronics,Import,23.34,No
CONT00640,Tank,20FT,Textiles,Export,25.64,Yes
CONT00641,Dry,45FT,Electronics,Import,22.49,No
CONT00642,Reefer,40FT,Textiles,Export,24.02,No
CONT00643,Open Top,20FT,Electronics,Import,5.22,No
CONT00644,Tank,45FT,Textiles,Export,9.86,No
CONT00645,Dry,40FT,Electronics,Import,19.55,Yes
CONT00646,Reefer,20FT,Textiles,Export,25.45,No
CONT00647,Open Top,45FT,Electronics,Import,4.11,No
CONT00648,Tank,40FT,Textiles,Export,16.87,No
CONT00649,Dry,20FT,Electronics,Import,20.93,No
CONT00650,Reefer,45FT,Textiles,Export,4.74,Yes
CONT00651,Open Top,40FT,Electronics,Import,14.03,No
CONT00652,Tank,20FT,Textiles,Export,26.39,No
CONT00653,Dry,45FT,Electronics,Import,20.79,No
CONT00654,Reefer,40FT,Textiles,Export,9.94,No
CONT00655,Open Top,20FT,Electronics,Import,25.32,Yes
CONT00656,Tank,45FT,Textiles,Export,12.7,No
CONT00657,Dry,40FT,Electronics,Import,25.33,No
CONT00658,Reefer,20FT,Textiles,Export,11.47,No
CONT00659,Open Top,45FT,Electronics,Import,18.76,No
CONT00660,Tank,40FT,Textiles,Export,13.92,Yes
CONT00661,Dry,20FT,Electronics,Import,10.87,No
CONT00662,Reefer,45FT,Textiles,Export,26.16,No
CONT00663,Open Top,40FT,Electronics,Import,8.69,No
CONT00664,Tank,20FT,Textiles,Export,6.12,No
CONT00665,Dry,45FT,Electronics,Import,12.55,Yes
CONT00666,Reefer,40FT,Textiles,Export,21.94,No
CONT00667,Open Top,20FT,Electronics,Import,24.19,No
CONT00668,Tank,45FT,Textiles,Export,28.97,No
CONT00669,Dry,40FT,Electronics,Import,11.41,No
CONT00670,Reefer,20FT,Textiles,Export,14.2,Yes
CONT00671,Open Top,45FT,Electronics,Import,7.42,No
CONT00672,Tank,40FT,Textiles,Export,18.37,No
CONT00673,Dry,20FT,Electronics,Import,28.94,No
CONT00674,Reefer,45FT,Textiles,Export,21.52,No
CONT00675,Open Top,40FT,Electronics,Import,18.88,Yes
CONT00676,Tank,20FT,Textiles,Export,13.81,No
CONT00677,Dry,45FT,Electronics,Import,26.88,No
CONT00678,Reefer,40FT,Textiles,Export,16.42,No
CONT00679,Open Top,20FT,Electronics,Import,7.36,No
CONT00680,Tank,45FT,Textiles,Export,13.13,Yes
CONT00681,Dry,40FT,Electronics,Import,5.68,No
CONT00682,Reefer,20FT,Textiles,Export,9.05,No
CONT00683,Open Top,45FT,Electronics,Import,4.44,No
CONT00684,Tank,40FT,Textiles,Export,15.33,No
CONT00685,Dry,20FT,Electronics,Import,19.86,Yes
CONT00686,Reefer,45FT,Textiles,Export,12.58,No
CONT00687,Open Top,40FT,Electronics,Import,14.51,No
CONT00688,Tank,20FT,Textiles,Export,27.98,No
CONT00689,Dry,45FT,Electronics,Import,22.8,No
CONT00690,Reefer,40FT,Textiles,Export,17.52,Yes
CONT00691,Open Top,20FT,Electronics,Import,11.11,No
CONT00692,Tank,45FT,Textiles,Export,26.42,No
CONT00693,Dry,40FT,Electronics,Import,9.88,No
CONT00694,Reefer,20FT,Textiles,Export,12.13,No
CONT00695,Open Top,45FT,Electronics,Import,26.73,Yes
CONT00696,Tank,40FT,Textiles,Export,17.24,No
CONT00697,Dry,20FT,Electronics,Import,22.56,No
CONT00698,Reefer,45FT,Textiles,Export,18.77,No
CONT00699,Open Top,40FT,Electronics,Import,20.34,No
CONT00700,Tank,20FT,Textiles,Export,11.48,Yes
CONT00701,Dry,45FT,Electronics,Import,10.03,No
CONT00702,Reefer,40FT,Textiles,Export,12.06,No
CONT00703,Open Top,20FT,Electronics,Import,7.89,No
CONT00704,Tank,45FT,Textiles,Export,25.86,No
CONT00705,Dry,40FT,Electronics,Import,11.08,Yes
CONT00706,Reefer,20FT,Textiles,Export,18.04,No
CONT00707,Open Top,45FT,Electronics,Import,23.8,No
CONT00708,Tank,40FT,Textiles,Export,23.6,No
CONT00709,Dry,20FT,Electronics,Import,14.96,No
CONT00710,Reefer,45FT,Textiles,Export,15.91,Yes
CONT00711,Open Top,40FT,Electronics,Import,28.87,No
CONT00712,Tank,20FT,Textiles,Export,20.86,No
CONT00713,Dry,45FT,Electronics,Import,24.37,No
CONT00714,Reefer,40FT,Textiles,Export,26.56,No
CONT00715,Open Top,20FT,Electronics,Import,23.69,Yes
CONT00716,Tank,45FT,Textiles,Export,8.63,No
CONT00717,Dry,40FT,Electronics,Import,18.05,No
CONT00718,Reefer,20FT,Textiles,Export,6.55,No
CONT00719,Open Top,45FT,Electronics,Import,20.32,No
CONT00720,Tank,40FT,Textiles,Export,27.88,Yes
CONT00721,Dry,20FT,Electronics,Import,16.82,No
CONT00722,Reefer,45FT,Textiles,Export,14.82,No
CONT00723,Open Top,40FT,Electronics,Import,4.9,No
CONT00724,Tank,20FT,Textiles,Export,27.99,No
CONT00725,Dry,45FT,Electronics,Import,6.58,Yes
CONT00726,Reefer,40FT,Textiles,Export,5.03,No
CONT00727,Open Top,20FT,Electronics,Import,10.15,No
CONT00728,Tank,45FT,Textiles,Export,5.64,No
CONT00729,Dry,40FT,Electronics,Import,15.38,No
CONT00730,Reefer,20FT,Textiles,Export,16.9,Yes
CONT00731,Open Top,45FT,Electronics,Import,11.81,No
CONT00732,Tank,40FT,Textiles,Export,5.27,No
CONT00733,Dry,20FT,Electronics,Import,6.79,No
CONT00734,Reefer,45FT,Textiles,Export,13.61,No
CONT00735,Open Top,40FT,Electronics,Import,5.51,Yes
CONT00736,Tank,20FT,Textiles,Export,21.45,No
CONT00737,Dry,45FT,Electronics,Import,9.18,No
CONT00738,Reefer,40FT,Textiles,Export,11.55,No
CONT00739,Open Top,20FT,Electronics,Import,13.85,No
CONT00740,Tank,45FT,Textiles,Export,14.42,Yes
CONT00741,Dry,40FT,Electronics,Import,4.04,No
CONT00742,Reefer,20FT,Textiles,Export,6.8,No
CONT00743,Open Top,45FT,Electronics,Import,25.57,No
CONT00744,Tank,40FT,Textiles,Export,4.03,No
CONT00745,Dry,20FT,Electronics,Import,16.7,Yes
CONT00746,Reefer,45FT,Textiles,Export,16.24,No
CONT00747,Open Top,40FT,Electronics,Import,12.33,No
CONT00748,Tank,20FT,Textiles,Export,14.78,No
CONT00749,Dry,45FT,Electronics,Import,23.51,No
CONT00750,Reefer,40FT,Textiles,Export,25.03,Yes
CONT00751,Open Top,20FT,Electronics,Import,10.51,No
CONT00752,Tank,45FT,Textiles,Export,12.06,No
CONT00753,Dry,40FT,Electronics,Import,10.06,No
CONT00754,Reefer,20FT,Textiles,Export,16.0,No
CONT00755,Open Top,45FT,Electronics,Import,21.08,Yes
CONT00756,Tank,40FT,Textiles,Export,9.71,No
CONT00757,Dry,20FT,Electronics,Import,12.27,No
CONT00758,Reefer,45FT,Textiles,Export,27.26,No
CONT00759,Open Top,40FT,Electronics,Import,5.21,No
CONT00760,Tank,20FT,Textiles,Export,15.52,Yes
CONT00761,Dry,45FT,Electronics,Import,21.79,No
CONT00762,Reefer,40FT,Textiles,Export,7.76,No
CONT00763,Open Top,20FT,Electronics,Import,5.18,No
CONT00764,Tank,45FT,Textiles,Export,7.46,No
CONT00765,Dry,40FT,Electronics,Import,26.97,Yes
CONT00766,Reefer,20FT,Textiles,Export,4.23,No
CONT00767,Open Top,45FT,Electronics,Import,8.71,No
CONT00768,Tank,40FT,Textiles,Export,4.78,No
CONT00769,Dry,20FT,Electronics,Import,6.77,No
CONT00770,Reefer,45FT,Textiles,Export,19.5,Yes
CONT00771,Open Top,40FT,Electronics,Import,10.04,No
CONT00772,Tank,20FT,Textiles,Export,18.23,No
CONT00773,Dry,45FT,Electronics,Import,18.75,No
CONT00774,Reefer,40FT,Textiles,Export,25.24,No
CONT00775,Open Top,20FT,Electronics,Import,4.12,Yes
CONT00776,Tank,45FT,Textiles,Export,25.33,No
CONT00777,Dry,40FT,Electronics,Import,19.48,No
CONT00778,Reefer,20FT,Textiles,Export,8.07,No
CONT00779,Open Top,45FT,Electronics,Import,23.32,No
CONT00780,Tank,40FT,Textiles,Export,25.39,Yes
CONT00781,Dry,20FT,Electronics,Import,10.36,No
CONT00782,Reefer,45FT,Textiles,Export,26.97,No
CONT00783,Open Top,40FT,Electronics,Import,15.36,No
CONT00784,Tank,20FT,Textiles,Export,19.09,No
CONT00785,Dry,45FT,Electronics,Import,28.62,Yes
CONT00786,Reefer,40FT,Textiles,Export,13.04,No
CONT00787,Open Top,20FT,Electronics,Import,24.33,No
CONT00788,Tank,45FT,Textiles,Export,11.96,No
CONT00789,Dry,40FT,Electronics,Import,23.98,No
CONT00790,Reefer,20FT,Textiles,Export,19.02,Yes
CONT00791,Open Top,45FT,Electronics,Import,9.41,No
CONT00792,Tank,40FT,Textiles,Export,14.35,No
CONT00793,Dry,20FT,Electronics,Import,11.94,No
CONT00794,Reefer,45FT,Textiles,Export,5.95,No
CONT00795,Open Top,40FT,Electronics,Import,4.75,Yes
CONT00796,Tank,20FT,Textiles,Export,12.66,No
CONT00797,Dry,45FT,Electronics,Import,4.48,No
CONT00798,Reefer,40FT,Textiles,Export,8.14,No
CONT00799,Open Top,20FT,Electronics,Import,22.13,No
CONT00800,Tank,45FT,Textiles,Export,21.7,Yes
CONT00801,Dry,40FT,Electronics,Import,22.46,No
CONT00802,Reefer,20FT,Textiles,Export,11.93,No
CONT00803,Open Top,45FT,Electronics,Import,26.25,No
CONT00804,Tank,40FT,Textiles,Export,18.85,No
CONT00805,Dry,20FT,Electronics,Import,7.15,Yes
CONT00806,Reefer,45FT,Textiles,Export,7.59,No
CONT00807,Open Top,40FT,Electronics,Import,21.33,No
CONT00808,Tank,20FT,Textiles,Export,8.32,No
CONT00809,Dry,45FT,Electronics,Import,16.68,No
CONT00810,Reefer,40FT,Textiles,Export,28.79,Yes
CONT00811,Open Top,20FT,Electronics,Import,4.1,No
CONT00812,Tank,45FT,Textiles,Export,4.41,No
CONT00813,Dry,40FT,Electronics,Import,28.83,No
CONT00814,Reefer,20FT,Textiles,Export,18.62,No
CONT00815,Open Top,45FT,Electronics,Import,7.17,Yes
CONT00816,Tank,40FT,Textiles,Export,26.43,No
CONT00817,Dry,20FT,Electronics,Import,26.01,No
CONT00818,Reefer,45FT,Textiles,Export,17.41,No
CONT00819,Open Top,40FT,Electronics,Import,19.54,No
CONT00820,Tank,20FT,Textiles,Export,10.83,Yes
CONT00821,Dry,45FT,Electronics,Import,5.26,No
CONT00822,Reefer,40FT,Textiles,Export,18.86,No
CONT00823,Open Top,20FT,Electronics,Import,11.37,No
CONT00824,Tank,45FT,Textiles,Export,20.59,No
CONT00825,Dry,40FT,Electronics,Import,24.91,Yes
CONT00826,Reefer,20FT,Textiles,Export,4.45,No
CONT00827,Open Top,45FT,Electronics,Import,18.89,No
CONT00828,Tank,40FT,Textiles,Export,9.78,No
CONT00829,Dry,20FT,Electronics,Import,25.85,No
CONT00830,Reefer,45FT,Textiles,Export,10.34,Yes
CONT00831,Open Top,40FT,Electronics,Import,19.27,No
CONT00832,Tank,20FT,Textiles,Export,17.84,No
CONT00833,Dry,45FT,Electronics,Import,13.9,No
CONT00834,Reefer,40FT,Textiles,Export,20.94,No
CONT00835,Open Top,20FT,Electronics,Import,22.14,Yes
CONT00836,Tank,45FT,Textiles,Export,18.17,No
CONT00837,Dry,40FT,Electronics,Import,22.96,No
CONT00838,Reefer,20FT,Textiles,Export,28.59,No
CONT00839,Open Top,45FT,Electronics,Import,14.48,No
CONT00840,Tank,40FT,Textiles,Export,16.86,Yes
CONT00841,Dry,20FT,Electronics,Import,4.31,No
CONT00842,Reefer,45FT,Textiles,Export,23.9,No
CONT00843,Open Top,40FT,Electronics,Import,17.01,No
CONT00844,Tank,20FT,Textiles,Export,14.2,No
CONT00845,Dry,45FT,Electronics,Import,6.35,Yes
CONT00846,Reefer,40FT,Textiles,Export,26.24,No
CONT00847,Open Top,20FT,Electronics,Import,13.88,No
CONT00848,Tank,45FT,Textiles,Export,21.06,No
CONT00849,Dry,40FT,Electronics,Import,7.73,No
CONT00850,Reefer,20FT,Textiles,Export,28.04,Yes
CONT00851,Open Top,45FT,Electronics,Import,8.46,No
CONT00852,Tank,40FT,Textiles,Export,8.99,No
CONT00853,Dry,20FT,Electronics,Import,25.47,No
CONT00854,Reefer,45FT,Textiles,Export,26.81,No
CONT00855,Open Top,40FT,Electronics,Import,9.3,Yes
CONT00856,Tank,20FT,Textiles,Export,15.75,No
CONT00857,Dry,45FT,Electronics,Import,22.34,No
CONT00858,Reefer,40FT,Textiles,Export,25.96,No
CONT00859,Open Top,20FT,Electronics,Import,13.48,No
CONT00860,Tank,45FT,Textiles,Export,16.93,Yes
CONT00861,Dry,40FT,Electronics,Import,22.54,No
CONT00862,Reefer,20FT,Textiles,Export,22.28,No
CONT00863,Open Top,45FT,Electronics,Import,23.57,No
CONT00864,Tank,40FT,Textiles,Export,18.25,No
CONT00865,Dry,20FT,Electronics,Import,6.62,Yes
CONT00866,Reefer,45FT,Textiles,Export,26.6,No
CONT00867,Open Top,40FT,Electronics,Import,25.64,No
CONT00868,Tank,20FT,Textiles,Export,23.95,No
CONT00869,Dry,45FT,Electronics,Import,6.5,No
CONT00870,Reefer,40FT,Textiles,Export,9.11,Yes
CONT00871,Open Top,20FT,Electronics,Import,22.59,No
CONT00872,Tank,45FT,Textiles,Export,4.58,No
CONT00873,Dry,40FT,Electronics,Import,28.48,No
CONT00874,Reefer,20FT,Textiles,Export,13.43,No
CONT00875,Open Top,45FT,Electronics,Import,21.98,Yes
CONT00876,Tank,40FT,Textiles,Export,26.19,No
CONT00877,Dry,20FT,Electronics,Import,13.87,No
CONT00878,Reefer,45FT,Textiles,Export,11.98,No
CONT00879,Open Top,40FT,Electronics,Import,19.22,No
CONT00880,Tank,20FT,Textiles,Export,18.52,Yes
CONT00881,Dry,45FT,Electronics,Import,14.23,No
CONT00882,Reefer,40FT,Textiles,Export,19.04,No
CONT00883,Open Top,20FT,Electronics,Import,27.38,No
CONT00884,Tank,45FT,Textiles,Export,15.69,No
CONT00885,Dry,40FT,Electronics,Import,8.92,Yes
CONT00886,Reefer,20FT,Textiles,Export,13.43,No
CONT00887,Open Top,45FT,Electronics,Import,13.85,No
CONT00888,Tank,40FT,Textiles,Export,7.28,No
CONT00889,Dry,20FT,Electronics,Import,8.07,No
CONT00890,Reefer,45FT,Textiles,Export,21.11,Yes
CONT00891,Open Top,40FT,Electronics,Import,12.49,No
CONT00892,Tank,20FT,Textiles,Export,27.87,No
CONT00893,Dry,45FT,Electronics,Import,10.09,No
CONT00894,Reefer,40FT,Textiles,Export,6.47,No
CONT00895,Open Top,20FT,Electronics,Import,22.84,Yes
CONT00896,Tank,45FT,Textiles,Export,26.03,No
CONT00897,Dry,40FT,Electronics,Import,10.95,No
CONT00898,Reefer,20FT,Textiles,Export,9.05,No
CONT00899,Open Top,45FT,Electronics,Import,8.64,No
CONT00900,Tank,40FT,Textiles,Export,17.05,Yes
CONT00901,Dry,20FT,Electronics,Import,15.71,No
CONT00902,Reefer,45FT,Textiles,Export,10.49,No
CONT00903,Open Top,40FT,Electronics,Import,5.13,No
CONT00904,Tank,20FT,Textiles,Export,16.04,No
CONT00905,Dry,45FT,Electronics,Import,27.98,Yes
CONT00906,Reefer,40FT,Textiles,Export,20.31,No
CONT00907,Open Top,20FT,Electronics,Import,16.39,No
CONT00908,Tank,45FT,Textiles,Export,6.77,No
CONT00909,Dry,40FT,Electronics,Import,10.31,No
CONT00910,Reefer,20FT,Textiles,Export,11.37,Yes
CONT00911,Open Top,45FT,Electronics,Import,23.12,No
CONT00912,Tank,40FT,Textiles,Export,25.92,No
CONT00913,Dry,20FT,Electronics,Import,26.54,No
CONT00914,Reefer,45FT,Textiles,Export,28.61,No
CONT00915,Open Top,40FT,Electronics,Import,28.56,Yes
CONT00916,Tank,20FT,Textiles,Export,27.82,No
CONT00917,Dry,45FT,Electronics,Import,5.8,No
CONT00918,Reefer,40FT,Textiles,Export,7.44,No
CONT00919,Open Top,20FT,Electronics,Import,11.61,No
CONT00920,Tank,45FT,Textiles,Export,17.82,Yes
CONT00921,Dry,40FT,Electronics,Import,6.42,No
CONT00922,Reefer,20FT,Textiles,Export,25.14,No
CONT00923,Open Top,45FT,Electronics,Import,19.42,No
CONT00924,Tank,40FT,Textiles,Export,17.56,No
CONT00925,Dry,20FT,Electronics,Import,8.13,Yes
CONT00926,Reefer,45FT,Textiles,Export,10.33,No
CONT00927,Open Top,40FT,Electronics,Import,8.01,No
CONT00928,Tank,20FT,Textiles,Export,25.3,No
CONT00929,Dry,45FT,Electronics,Import,18.61,No
CONT00930,Reefer,40FT,Textiles,Export,22.38,Yes
CONT00931,Open Top,20FT,Electronics,Import,11.4,No
CONT00932,Tank,45FT,Textiles,Export,13.28,No
CONT00933,Dry,40FT,Electronics,Import,14.12,No
CONT00934,Reefer,20FT,Textiles,Export,23.0,No
CONT00935,Open Top,45FT,Electronics,Import,23.31,Yes
CONT00936,Tank,40FT,Textiles,Export,9.17,No
CONT00937,Dry,20FT,Electronics,Import,27.54,No
CONT00938,Reefer,45FT,Textiles,Export,7.02,No
CONT00939,Open Top,40FT,Electronics,Import,26.4,No
CONT00940,Tank,20FT,Textiles,Export,6.51,Yes
CONT00941,Dry,45FT,Electronics,Import,10.61,No
CONT00942,Reefer,40FT,Textiles,Export,25.16,No
CONT00943,Open Top,20FT,Electronics,Import,8.49,No
CONT00944,Tank,45FT,Textiles,Export,14.34,No
